Date, HomeTeam, AwayTeam, FTHG, FTAG, FTR, AVGHOMEPROB, AVGDRAWPROB, AVGAWAYPROB
12/09/15, Watford, Swansea, 1, 0, H, 0.315659881812, 0.37245567958, 0.311884438608,
12/09/15, West Brom, Southampton, 0, 0, D, 0.285153695226, 0.363963374755, 0.35088293002,
13/09/15, Leicester, Aston Villa, 3, 2, H, 0.44363317757, 0.364193925234, 0.192172897196,
13/09/15, Sunderland, Tottenham, 0, 1, A, 0.205039748013, 0.365981700915, 0.428978551072,
14/09/15, West Ham, Newcastle, 2, 0, H, 0.37294624342, 0.378529271016, 0.248524485564,
19/09/15, Aston Villa, West Brom, 0, 1, A, 0.377924802324, 0.361949330321, 0.260125867355,
19/09/15, Bournemouth, Sunderland, 2, 0, H, 0.481261795632, 0.356430304664, 0.162307899703,
19/09/15, Chelsea, Arsenal, 2, 0, H, 0.34362372717, 0.383222886698, 0.273153386132,
19/09/15, Man City, West Ham, 1, 2, A, 0.613798811226, 0.319389060266, 0.066812128508,
19/09/15, Newcastle, Watford, 1, 2, A, 0.339807409825, 0.376366900604, 0.283825689571,
19/09/15, Stoke, Leicester, 2, 2, D, 0.341120731907, 0.375918967489, 0.282960300604,
19/09/15, Swansea, Everton, 0, 0, D, 0.368522690698, 0.37399420663, 0.257483102671,
20/09/15, Liverpool, Norwich, 1, 1, D, 0.505062155581, 0.346533384596, 0.148404459823,
20/09/15, Southampton, Man United, 2, 3, A, 0.279569892473, 0.364939719778, 0.355490387748,
20/09/15, Tottenham, Crystal Palace, 1, 0, H, 0.417424242424, 0.373636363636, 0.208939393939,
26/09/15, Leicester, Arsenal, 2, 5, A, 0.186803646361, 0.385183041528, 0.428013312111,
26/09/15, Liverpool, Aston Villa, 3, 2, H, 0.552108194113, 0.326287078077, 0.12160472781,
26/09/15, Man United, Sunderland, 3, 0, H, 0.645683569717, 0.299203419468, 0.0551130108154,
26/09/15, Newcastle, Chelsea, 2, 2, D, 0.141911305434, 0.344284821986, 0.51380387258,
26/09/15, Southampton, Swansea, 3, 1, H, 0.417040358744, 0.358125869801, 0.224833771455,
26/09/15, Stoke, Bournemouth, 2, 1, H, 0.33524684271, 0.376578645235, 0.288174512055,
26/09/15, Tottenham, Man City, 4, 1, H, 0.20244484198, 0.37969588551, 0.41785927251,
26/09/15, West Ham, Norwich, 2, 2, D, 0.372342126299, 0.378737010392, 0.248920863309,
27/09/15, Watford, Crystal Palace, 0, 1, A, 0.339130434783, 0.370631665299, 0.290237899918,
28/09/15, West Brom, Everton, 2, 3, A, 0.284310514248, 0.371601703243, 0.344087782509,
03/10/15, Aston Villa, Stoke, 0, 1, A, 0.341431599543, 0.374857329203, 0.283711071254,
03/10/15, Bournemouth, Watford, 1, 1, D, 0.399278883838, 0.368239535977, 0.232481580185,
03/10/15, Chelsea, Southampton, 1, 3, A, 0.46389280677, 0.357686882934, 0.178420310296,
03/10/15, Crystal Palace, West Brom, 2, 0, H, 0.473811213627, 0.344215755855, 0.181973030518,
03/10/15, Man City, Newcastle, 6, 1, H, 0.624564338492, 0.314721873693, 0.0607137878154,
03/10/15, Norwich, Leicester, 1, 2, A, 0.358681672026, 0.384726688103, 0.256591639871,
03/10/15, Sunderland, West Ham, 2, 2, D, 0.26907500405, 0.383282034667, 0.347642961283,
04/10/15, Arsenal, Man United, 3, 0, H, 0.398987574781, 0.383034207701, 0.217978217518,
04/10/15, Everton, Liverpool, 1, 1, D, 0.318189273413, 0.371822207643, 0.309988518944,
04/10/15, Swansea, Tottenham, 2, 2, D, 0.315269313128, 0.376050074123, 0.308680612749,
17/10/15, Chelsea, Aston Villa, 2, 0, H, 0.591445955619, 0.3244452398, 0.0841088045812,
17/10/15, Crystal Palace, West Ham, 1, 3, A, 0.409507795781, 0.376337511464, 0.214154692755,
17/10/15, Everton, Man United, 0, 3, A, 0.270870481439, 0.372021397309, 0.357108121251,
17/10/15, Man City, Bournemouth, 5, 1, H, 0.587819947043, 0.329920564872, 0.0822594880847,
17/10/15, Southampton, Leicester, 2, 2, D, 0.467795669073, 0.360632981677, 0.17157134925,
17/10/15, Tottenham, Liverpool, 0, 0, D, 0.334254143646, 0.38414039649, 0.281605459864,
17/10/15, Watford, Arsenal, 0, 3, A, 0.140449438202, 0.353433208489, 0.506117353308,
17/10/15, West Brom, Sunderland, 1, 0, H, 0.431142290682, 0.35183773067, 0.217019978649,
18/10/15, Newcastle, Norwich, 6, 2, H, 0.320327868852, 0.38262295082, 0.297049180328,
19/10/15, Swansea, Stoke, 0, 1, A, 0.424674329502, 0.355708812261, 0.219616858238,
24/10/15, Arsenal, Everton, 2, 1, H, 0.565714285714, 0.329558441558, 0.104727272727,
24/10/15, Aston Villa, Swansea, 1, 2, A, 0.298831660359, 0.364818166859, 0.336350172783,
24/10/15, Leicester, Crystal Palace, 1, 0, H, 0.37378097522, 0.376658673062, 0.249560351719,
24/10/15, Norwich, West Brom, 0, 1, A, 0.423376623377, 0.360427807487, 0.216195569137,
24/10/15, Stoke, Watford, 0, 2, A, 0.417197947442, 0.354999222516, 0.227802830042,
24/10/15, West Ham, Chelsea, 2, 1, H, 0.209968186638, 0.381608847144, 0.408422966217,
25/10/15, Bournemouth, Tottenham, 1, 5, A, 0.250159540523, 0.368857689853, 0.380982769623,
25/10/15, Liverpool, Southampton, 1, 1, D, 0.408812729498, 0.37194002448, 0.219247246022,
25/10/15, Man United, Man City, 0, 0, D, 0.319954315549, 0.381954641867, 0.298091042584,
25/10/15, Sunderland, Newcastle, 3, 0, H, 0.329955875143, 0.377676090865, 0.292368033992,
31/10/15, Chelsea, Liverpool, 1, 3, A, 0.403714107366, 0.367353308365, 0.22893258427,
31/10/15, Crystal Palace, Man United, 0, 0, D, 0.227138643068, 0.362676603012, 0.41018475392,
31/10/15, Man City, Norwich, 2, 1, H, 0.612510724592, 0.317603931051, 0.0698853443569,
31/10/15, Newcastle, Stoke, 0, 0, D, 0.348882410107, 0.377874959508, 0.273242630385,
31/10/15, Swansea, Arsenal, 0, 3, A, 0.167630853994, 0.364049586777, 0.468319559229,
31/10/15, Watford, West Ham, 2, 0, H, 0.325833470192, 0.377401872229, 0.296764657579,
31/10/15, West Brom, Leicester, 2, 3, A, 0.299770039422, 0.377135348226, 0.323094612352,
01/11/15, Everton, Sunderland, 6, 2, H, 0.549647374902, 0.33258703683, 0.117765588268,
01/11/15, Southampton, Bournemouth, 2, 0, H, 0.522327307554, 0.347539806058, 0.130132886388,
02/11/15, Tottenham, Aston Villa, 3, 1, H, 0.573108384458, 0.324948875256, 0.101942740286,
07/11/15, Bournemouth, Newcastle, 0, 1, A, 0.372776365947, 0.380559085133, 0.24666454892,
07/11/15, Leicester, Watford, 2, 1, H, 0.439655172414, 0.37098188194, 0.189362945646,
07/11/15, Man United, West Brom, 2, 0, H, 0.632868610055, 0.287705956907, 0.0794254330376,
07/11/15, Norwich, Swansea, 1, 0, H, 0.336002614806, 0.380290897205, 0.283706487988,
07/11/15, Stoke, Chelsea, 1, 0, H, 0.225851609893, 0.368019909784, 0.406128480324,
07/11/15, Sunderland, Southampton, 0, 1, A, 0.178198249082, 0.355266873764, 0.466534877153,
07/11/15, West Ham, Everton, 1, 1, D, 0.319423989527, 0.386025200458, 0.294550810015,
08/11/15, Arsenal, Tottenham, 1, 1, D, 0.468208874459, 0.3704004329, 0.161390692641,
08/11/15, Aston Villa, Man City, 0, 0, D, 0.107643312102, 0.337685774947, 0.554670912951,
08/11/15, Liverpool, Crystal Palace, 1, 2, A, 0.510037559902, 0.338557181712, 0.151405258386,
21/11/15, Chelsea, Norwich, 1, 0, H, 0.57619047619, 0.325496031746, 0.0983134920635,
21/11/15, Everton, Aston Villa, 4, 0, H, 0.526982977182, 0.340456356393, 0.132560666425,
21/11/15, Man City, Liverpool, 1, 4, A, 0.495373387202, 0.350579955689, 0.154046657109,
21/11/15, Newcastle, Leicester, 0, 3, A, 0.289186103409, 0.394715380851, 0.31609851574,
21/11/15, Southampton, Stoke, 0, 1, A, 0.534951811638, 0.327680858851, 0.137367329511,
21/11/15, Swansea, Bournemouth, 2, 2, D, 0.449416909621, 0.356268221574, 0.194314868805,
21/11/15, Watford, Man United, 1, 2, A, 0.213939393939, 0.354242424242, 0.431818181818,
21/11/15, West Brom, Arsenal, 2, 1, H, 0.12587657784, 0.344904160823, 0.529219261337,
22/11/15, Tottenham, West Ham, 4, 1, H, 0.520237518177, 0.346340281144, 0.133422200679,
23/11/15, Crystal Palace, Sunderland, 0, 1, A, 0.540359281437, 0.327065868263, 0.132574850299,
28/11/15, Aston Villa, Watford, 2, 3, A, 0.319940721225, 0.367693067677, 0.312366211098,
28/11/15, Bournemouth, Everton, 3, 3, D, 0.281509188486, 0.392421531956, 0.326069279558,
28/11/15, Crystal Palace, Newcastle, 5, 1, H, 0.48254096159, 0.356432984153, 0.161026054257,
28/11/15, Leicester, Man United, 1, 1, D, 0.269019100032, 0.381191324053, 0.349789575915,
28/11/15, Man City, Southampton, 3, 1, H, 0.508684562128, 0.357828252156, 0.133487185716,
28/11/15, Sunderland, Stoke, 2, 0, H, 0.277714285714, 0.369469387755, 0.352816326531,
29/11/15, Liverpool, Swansea, 1, 0, H, 0.556395035078, 0.332218024825, 0.111386940097,
29/11/15, Norwich, Arsenal, 1, 1, D, 0.139627825653, 0.364306232047, 0.4960659423,
29/11/15, Tottenham, Chelsea, 0, 0, D, 0.324726262461, 0.380617747998, 0.294655989541,
29/11/15, West Ham, West Brom, 1, 1, D, 0.413201422167, 0.364198485083, 0.22260009275,
05/12/15, Arsenal, Sunderland, 3, 1, H, 0.637023324695, 0.297223250648, 0.0657534246575,
05/12/15, Chelsea, Bournemouth, 0, 1, A, 0.586396715805, 0.324500839709, 0.0891024444859,
05/12/15, Man United, West Ham, 0, 0, D, 0.596155761378, 0.30435215616, 0.0994920824619,
05/12/15, Southampton, Aston Villa, 1, 1, D, 0.559316353887, 0.323056300268, 0.117627345845,
05/12/15, Stoke, Man City, 2, 0, H, 0.160139954246, 0.357421612165, 0.482438433589,
05/12/15, Swansea, Leicester, 0, 3, A, 0.307603686636, 0.383311389072, 0.309084924292,
05/12/15, Watford, Norwich, 2, 0, H, 0.395007110128, 0.369410649392, 0.23558224048,
05/12/15, West Brom, Tottenham, 1, 1, D, 0.193041691133, 0.354374633001, 0.452583675866,
06/12/15, Newcastle, Liverpool, 2, 0, H, 0.143111111111, 0.359746031746, 0.497142857143,
07/12/15, Everton, Crystal Palace, 1, 1, D, 0.401432575522, 0.37573964497, 0.222827779508,
12/12/15, Bournemouth, Man United, 2, 1, H, 0.258100737889, 0.371992300289, 0.369906961822,
12/12/15, Crystal Palace, Southampton, 1, 0, H, 0.334703271412, 0.372677954956, 0.292618773631,
12/12/15, Man City, Swansea, 2, 1, H, 0.606611570248, 0.317768595041, 0.0756198347107,
12/12/15, Norwich, Everton, 1, 1, D, 0.287785016287, 0.386970684039, 0.325244299674,
12/12/15, Sunderland, Watford, 0, 1, A, 0.307387862797, 0.367908970976, 0.324703166227,
12/12/15, West Ham, Stoke, 0, 0, D, 0.329867986799, 0.37095709571, 0.299174917492,
13/12/15, Aston Villa, Arsenal, 0, 2, A, 0.131065053313, 0.33892416437, 0.530010782317,
13/12/15, Liverpool, West Brom, 2, 2, D, 0.600829395313, 0.303790143698, 0.0953804609895,
13/12/15, Tottenham, Newcastle, 1, 2, A, AVGHOMEPROB, AVGDRAWPROB, AVGAWAYPROB
14/12/15, Leicester, Chelsea, 2, 1, H, 0.266029792746, 0.383581606218, 0.350388601036,
19/12/15, Chelsea, Sunderland, 3, 1, H, 0.625354854408, 0.300024332874, 0.074620812718,
19/12/15, Everton, Leicester, 2, 3, A, 0.381541836415, 0.389376371044, 0.229081792542,
19/12/15, Man United, Norwich, 1, 2, A, 0.573821989529, 0.319371727749, 0.106806282723,
19/12/15, Newcastle, Aston Villa, 1, 1, D, 0.4191469776, 0.364835839214, 0.216017183185,
19/12/15, Southampton, Tottenham, 0, 2, A, 0.315702751689, 0.381281924535, 0.303015323777,
19/12/15, Stoke, Crystal Palace, 1, 2, A, 0.349302707137, 0.368334700574, 0.282362592289,
19/12/15, West Brom, Bournemouth, 1, 2, A, 0.334708697805, 0.372503713484, 0.292787588711,
20/12/15, Swansea, West Ham, 0, 0, D, 0.404362152832, 0.364192687902, 0.231445159266,
20/12/15, Watford, Liverpool, 3, 0, H, 0.21162330747, 0.361326639282, 0.427050053248,
21/12/15, Arsenal, Man City, 2, 1, H, 0.338194782045, 0.388591800357, 0.273213417598,
26/12/15, Aston Villa, West Ham, 1, 1, D, 0.320092684542, 0.372227739159, 0.307679576299,
26/12/15, Bournemouth, Crystal Palace, 0, 0, D, 0.339285714286, 0.38253604194, 0.278178243775,
26/12/15, Chelsea, Watford, 2, 2, D, 0.555567555892, 0.33394535047, 0.110487093639,
26/12/15, Liverpool, Leicester, 1, 0, H, 0.405792728918, 0.390254940413, 0.203952330668,
26/12/15, Man City, Sunderland, 4, 1, H, 0.643305101183, 0.301933147993, 0.0547617508243,
26/12/15, Newcastle, Everton, 0, 1, A, 0.252818035427, 0.389371980676, 0.357809983897,
26/12/15, Southampton, Arsenal, 4, 0, H, 0.233086263996, 0.378962308784, 0.38795142722,
26/12/15, Stoke, Man United, 2, 0, H, 0.271286157869, 0.367053440105, 0.361660402026,
26/12/15, Swansea, West Brom, 1, 0, H, 0.446543709702, 0.34742840006, 0.206027890238,
26/12/15, Tottenham, Norwich, 3, 0, H, 0.565859792518, 0.329246568165, 0.104893639317,
28/12/15, Arsenal, Bournemouth, 2, 0, H, 0.564646775351, 0.333333333333, 0.102019891315,
28/12/15, Crystal Palace, Swansea, 0, 0, D, 0.420325452871, 0.360147374885, 0.219527172244,
28/12/15, Everton, Stoke, 3, 4, A, 0.426849480187, 0.368841343981, 0.204309175832,
28/12/15, Man United, Chelsea, 0, 0, D, 0.332239540607, 0.37046759639, 0.297292863002,
28/12/15, Norwich, Aston Villa, 2, 0, H, 0.410208816705, 0.370146945089, 0.219644238206,
28/12/15, Watford, Tottenham, 1, 2, A, 0.230757171971, 0.369963944192, 0.399278883838,
28/12/15, West Brom, Newcastle, 1, 0, H, 0.393920101862, 0.36367977081, 0.242400127328,
28/12/15, West Ham, Southampton, 2, 1, H, 0.249959916627, 0.371332371332, 0.378707712041,
29/12/15, Leicester, Man City, 0, 0, D, 0.188673751638, 0.395981947882, 0.41534430048,
30/12/15, Sunderland, Liverpool, 0, 1, A, 0.163008130081, 0.35243902439, 0.484552845528,
02/01/16, Arsenal, Newcastle, 1, 0, H, 0.615655026951, 0.314194203578, 0.0701507694711,
02/01/16, Leicester, Bournemouth, 0, 0, D, 0.42354877319, 0.37552363854, 0.20092758827,
02/01/16, Man United, Swansea, 2, 1, H, 0.560983942603, 0.316364878715, 0.122651178681,
02/01/16, Norwich, Southampton, 1, 0, H, 0.27003257329, 0.38013029316, 0.34983713355,
02/01/16, Sunderland, Aston Villa, 3, 1, H, 0.350871423874, 0.368135481749, 0.280993094377,
02/01/16, Watford, Man City, 1, 2, A, 0.163834126445, 0.366553365058, 0.469612508498,
02/01/16, West Brom, Stoke, 2, 1, H, 0.320198675497, 0.360927152318, 0.318874172185,
02/01/16, West Ham, Liverpool, 2, 0, H, 0.219455970493, 0.369140925158, 0.411403104349,
03/01/16, Crystal Palace, Chelsea, 0, 3, A, 0.22854027107, 0.365944851223, 0.405514877707,
03/01/16, Everton, Tottenham, 1, 1, D, 0.300376493698, 0.389425437879, 0.310198068424,
12/01/16, Aston Villa, Crystal Palace, 1, 0, H, 0.285808147175, 0.363501971091, 0.350689881735,
12/01/16, Bournemouth, West Ham, 1, 3, A, 0.411432064802, 0.374445972795, 0.214121962403,
12/01/16, Newcastle, Man United, 3, 3, D, 0.174433161775, 0.34914452636, 0.476422311865,
13/01/16, Chelsea, West Brom, 2, 2, D, 0.588223432144, 0.310344827586, 0.10143174027,
13/01/16, Liverpool, Arsenal, 3, 3, D, 0.289779231398, 0.384791496321, 0.325429272281,
13/01/16, Man City, Everton, 0, 0, D, 0.510989649959, 0.366089080126, 0.122921269915,
13/01/16, Southampton, Watford, 2, 0, H, 0.430927523075, 0.358753215312, 0.210319261613,
13/01/16, Stoke, Norwich, 3, 1, H, 0.429422548121, 0.355025970058, 0.215551481821,
13/01/16, Swansea, Sunderland, 2, 4, A, 0.480060924952, 0.347687621158, 0.172251453891,
13/01/16, Tottenham, Leicester, 0, 1, A, 0.467786725909, 0.361705081922, 0.170508192169,
16/01/16, Aston Villa, Leicester, 1, 1, D, 0.244585987261, 0.367675159236, 0.387738853503,
16/01/16, Bournemouth, Norwich, 3, 0, H, 0.447214076246, 0.358211143695, 0.194574780059,
16/01/16, Chelsea, Everton, 3, 3, D, 0.456340809705, 0.36704753844, 0.176611651855,
16/01/16, Man City, Crystal Palace, 4, 0, H, 0.577360308285, 0.329383429672, 0.0932562620424,
16/01/16, Newcastle, West Ham, 2, 1, H, 0.329120157584, 0.379185817466, 0.291694024951,
16/01/16, Southampton, West Brom, 3, 0, H, 0.508056998269, 0.330669862831, 0.1612731389,
16/01/16, Tottenham, Sunderland, 4, 1, H, 0.59505196358, 0.31711579141, 0.0878322450106,
17/01/16, Liverpool, Man United, 0, 1, A, 0.368173715767, 0.365742991411, 0.266083292821,
17/01/16, Stoke, Arsenal, 0, 0, D, 0.202295766249, 0.364639236732, 0.433064997018,
18/01/16, Swansea, Watford, 1, 0, H, 0.361296628115, 0.366672096433, 0.272031275452,
23/01/16, Crystal Palace, Tottenham, 1, 3, A, 0.243540669856, 0.370015948963, 0.38644338118,
23/01/16, Leicester, Stoke, 3, 0, H, 0.41181041181, 0.36487956488, 0.22331002331,
23/01/16, Man United, Southampton, 0, 1, A, 0.464161346489, 0.344602437609, 0.191236215902,
23/01/16, Norwich, Liverpool, 4, 5, A, 0.207239819005, 0.361236802413, 0.431523378582,
23/01/16, Sunderland, Bournemouth, 1, 1, D, 0.288899900892, 0.373967624711, 0.337132474397,
23/01/16, Watford, Newcastle, 2, 1, H, 0.404420921544, 0.371108343711, 0.224470734745,
23/01/16, West Brom, Aston Villa, 0, 0, D, 0.416064130776, 0.34941842188, 0.234517447344,
23/01/16, West Ham, Man City, 2, 2, D, 0.163084874864, 0.365750816104, 0.471164309032,
24/01/16, Arsenal, Chelsea, 0, 1, A, 0.408030888031, 0.367104247104, 0.224864864865,
24/01/16, Everton, Swansea, 1, 2, A, 0.493789234673, 0.347535728596, 0.15867503673,
02/02/16, Arsenal, Southampton, 0, 0, D, 0.485003455425, 0.344436765722, 0.170559778853,
02/02/16, Crystal Palace, Bournemouth, 1, 2, A, 0.355060596135, 0.366852276449, 0.278087127416,
02/02/16, Leicester, Liverpool, 2, 0, H, 0.322240527183, 0.377924217463, 0.299835255354,
02/02/16, Man United, Stoke, 3, 0, H, 0.517031472607, 0.329879549281, 0.153088978112,
02/02/16, Norwich, Tottenham, 0, 3, A, 0.188492352513, 0.366205389658, 0.44530225783,
02/02/16, Sunderland, Man City, 0, 1, A, 0.112716130444, 0.341759684833, 0.545524184723,
02/02/16, West Brom, Swansea, 1, 1, D, 0.347459029962, 0.350769740109, 0.301771229929,
02/02/16, West Ham, Aston Villa, 2, 0, H, 0.451674500588, 0.35428907168, 0.194036427732,
03/02/16, Everton, Newcastle, 3, 0, H, 0.479050649695, 0.366878811986, 0.154070538319,
03/02/16, Watford, Chelsea, 0, 0, D, 0.208919123205, 0.356462585034, 0.434618291761,
06/02/16, Aston Villa, Norwich, 2, 0, H, 0.357867190056, 0.366699378476, 0.275433431469,
06/02/16, Liverpool, Sunderland, 2, 2, D, 0.576319835982, 0.321066119938, 0.10261404408,
06/02/16, Man City, Leicester, 1, 3, A, 0.505443624077, 0.353647853836, 0.140908522087,
06/02/16, Newcastle, West Brom, 1, 0, H, 0.396606406597, 0.363621947352, 0.239771646051,
06/02/16, Southampton, West Ham, 1, 0, H, 0.491532312695, 0.344668744073, 0.163798943233,
06/02/16, Stoke, Everton, 0, 3, A, 0.321111476488, 0.37915159487, 0.299736928642,
06/02/16, Swansea, Crystal Palace, 1, 1, D, 0.390482294504, 0.360999839769, 0.248517865727,
06/02/16, Tottenham, Watford, 1, 0, H, 0.560031156114, 0.32324468677, 0.116724157116,
07/02/16, Bournemouth, Arsenal, 0, 2, A, 0.221312741313, 0.368803088803, 0.409884169884,
07/02/16, Chelsea, Man United, 1, 1, D, 0.413975978786, 0.354390890657, 0.231633130557,
13/02/16, Bournemouth, Stoke, 1, 3, A, 0.417854928704, 0.359423434594, 0.222721636702,
13/02/16, Chelsea, Newcastle, 5, 1, H, 0.555140784983, 0.336390784983, 0.108468430034,
13/02/16, Crystal Palace, Watford, 1, 2, A, 0.387614310926, 0.360660997914, 0.25172469116,
13/02/16, Everton, West Brom, 0, 1, A, 0.551835603787, 0.32417455553, 0.123989840683,
13/02/16, Norwich, West Ham, 2, 2, D, 0.341765953974, 0.37816223274, 0.280071813285,
13/02/16, Sunderland, Man United, 2, 1, H, 0.171535373114, 0.345978125433, 0.482486501454,
13/02/16, Swansea, Southampton, 0, 1, A, 0.283130549161, 0.366820124959, 0.35004932588,
14/02/16, Arsenal, Leicester, 2, 1, H, 0.449881829557, 0.380369803976, 0.169748366467,
14/02/16, Aston Villa, Liverpool, 0, 6, A, 0.188521035131, 0.352609512795, 0.458869452075,
14/02/16, Man City, Tottenham, 1, 2, A, 0.398210980876, 0.380320789636, 0.221468229488,
27/02/16, Leicester, Norwich, 1, 0, H, 0.518200262561, 0.355054302423, 0.126745435016,
27/02/16, Southampton, Chelsea, 1, 2, A, 0.296841408963, 0.374069786671, 0.329088804366,
27/02/16, Stoke, Aston Villa, 2, 1, H, 0.517371502928, 0.331034482759, 0.151594014314,
27/02/16, Watford, Bournemouth, 0, 0, D, 0.35653315824, 0.371142481944, 0.272324359816,
27/02/16, West Brom, Crystal Palace, 3, 2, H, 0.329898620575, 0.359481469171, 0.310619910254,
27/02/16, West Ham, Sunderland, 1, 0, H, 0.449125364431, 0.36443148688, 0.186443148688,
28/02/16, Tottenham, Swansea, 2, 1, H, 0.585942424879, 0.307837781046, 0.106219794074,
28/02/16, Man United, Arsenal, 3, 2, H, 0.27754967975, 0.368204959764, 0.354245360486,
01/03/16, Aston Villa, Everton, 1, 3, A, 0.192346864542, 0.361414229594, 0.446238905864,
01/03/16, Bournemouth, Southampton, 2, 0, H, 0.302165354331, 0.369914698163, 0.327919947507,
01/03/16, Leicester, West Brom, 2, 2, D, 0.503469948933, 0.340316878355, 0.156213172712,
01/03/16, Norwich, Chelsea, 1, 2, A, 0.154432042022, 0.355613919895, 0.489954038083,
01/03/16, Sunderland, Crystal Palace, 2, 2, D, 0.345721271394, 0.370986145069, 0.283292583537,
02/03/16, Arsenal, Swansea, 1, 2, A, 0.592881387029, 0.319787175488, 0.0873314374828,
02/03/16, Liverpool, Man City, 3, 0, H, 0.318166939444, 0.381342062193, 0.300490998363,
02/03/16, Man United, Watford, 1, 0, H, 0.52106741573, 0.33031154239, 0.148621041879,
02/03/16, Stoke, Newcastle, 1, 0, H, 0.433532934132, 0.361976047904, 0.204491017964,
