home, away, result, us, B365, BW, IW, LB, PS, WH, VC
West Brom, Arsenal,D, 22.8483017819, 29.6764840008, 29.8039492131, 28.1567989763, 27.9089112054, 28.617520282, 29.3618504855, 29.2216755225
Burnley, Liverpool,A, 23.4103064311, 30.2320395564, 30.3573843276, 28.6844585507, 28.4416980906, 29.1679720892, 29.9074467443, 29.781377015
Everton, Man United,A, 23.8507351868, 30.7412988157, 30.8573843276, 29.1289029952, 28.9343089281, 29.6730318868, 30.4238786692, 30.2860499122
Stoke, Newcastle,A, 23.4948562633, 30.6080389038, 30.7225528669, 28.9989594923, 28.8308606522, 29.5538265888, 30.3002831635, 30.1836000236
Man City, Watford,H, 24.1698317099, 31.2719103224, 31.3655770291, 29.6629701165, 29.5175249095, 30.1855820864, 30.9752387586, 30.8687549991
Southampton, Crystal Palace,A, 23.9937148615, 31.0458608067, 31.1352931174, 29.507414561, 29.2767257507, 29.9667024184, 30.7396366643, 30.6582286833
Swansea, Tottenham,A, 24.4415341657, 31.7106807513, 31.7422295336, 30.0749292381, 29.896688553, 30.5727978755, 31.3576141924, 31.2839397186
West Ham, West Brom,H, 24.4255984699, 32.1467148665, 32.191866086, 30.463818127, 30.3553749937, 31.0283534311, 31.809597491, 31.7407925105
Arsenal, Chelsea,D, 24.217364916, 32.5413598025, 32.5826706837, 30.8453210171, 30.7614074763, 31.420532202, 32.1889078358, 32.1349366546
Tottenham, West Ham,D, 23.8796644665, 32.3094757445, 32.3112421123, 30.6610206758, 30.4520711433, 31.1013832658, 31.957560236, 31.8238946639
Chelsea, Leicester,D, 23.6438044758, 31.981391755, 32.0005992165, 30.4653259596, 30.1427348103, 30.7924827423, 31.648571472, 31.5128526733
Crystal Palace, Burnley,H, 23.587919175, 32.4410444618, 32.4474077272, 30.8954334865, 30.577517419, 31.2512823354, 32.1053225268, 31.9664609207
Newcastle, Swansea,D, 24.0347210015, 32.3282395838, 32.3089461887, 30.8322755917, 30.4658152914, 31.1378071581, 31.9822456038, 31.8458579056
Tottenham, Everton,H, 24.6470838833, 32.9692652248, 32.9418575811, 31.3997902688, 31.1134137803, 31.7900224987, 32.6208831769, 32.4865676148
Watford, Southampton,D, 25.1114465658, 33.3505925589, 33.321167926, 31.781293159, 31.492643652, 32.1771192729, 32.9923117484, 32.866455883
Bournemouth, Arsenal,H, 24.5859875771, 33.0702187271, 33.0289789192, 31.4832162359, 31.2341943478, 31.9066197441, 32.7240190654, 32.5963137029
Liverpool, Man City,H, 25.027770276, 32.9104813092, 32.8716755484, 31.3468525996, 31.0799086335, 31.7526896131, 32.5891876048, 32.4416745276
Man United, Stoke,H, 25.6275304929, 33.5564761412, 33.4548398486, 31.9495923256, 31.7549761402, 32.3958483969, 33.2493988724, 33.0876693597
Arsenal, Crystal Palace,H, 26.1197127494, 34.084778028, 33.9692431408, 32.4823792108, 32.2821456455, 32.9320154364, 33.7949951311, 33.6220205047
Burnley, Man United,A, 26.6363678449, 34.6634817317, 34.512267368, 33.0100387853, 32.8343971324, 33.4890784851, 34.3608803373, 34.1820205047
Everton, West Brom,D, 27.4436627196, 34.5778286268, 34.4144412811, 32.95385901, 32.766981402, 33.4219858334, 34.26358304, 34.1067516875
Leicester, Watford,H, 28.0120758419, 35.0078186963, 34.8527003904, 33.3854379574, 33.1999710927, 33.8619464633, 34.6996354065, 34.5402492245
Man City, Newcastle,H, 28.6136012928, 35.7082497308, 35.4837199852, 34.0355335597, 33.9197939056, 34.5272369381, 35.4194582194, 35.2141431594
West Ham, Bournemouth,D, 28.5012616685, 35.6665830641, 35.4519739535, 33.9920552988, 33.8980547751, 34.5010589276, 35.3668266404, 35.1933098261
Southampton, Tottenham,D, 28.3877140193, 35.521983761, 35.3170818671, 33.8670552988, 33.7661037855, 34.3639061498, 35.2322974925, 35.0398010542
Swansea, Liverpool,H, 27.7558793604, 34.9603039709, 34.7992247243, 33.4131303841, 33.2118180712, 33.8054373507, 34.6873536722, 34.470652118
Swansea, Arsenal,H, 27.4648280392, 34.5401359037, 34.3937097202, 33.0173857033, 32.7854614821, 33.3873109226, 34.2586708975, 34.022890924
West Ham, Crystal Palace,D, 27.2718105032, 34.9057152063, 34.7636519168, 33.4011066335, 33.1568900535, 33.7590914378, 34.6300994689, 34.3957722799
Chelsea, Bournemouth,A, 26.9605276283, 34.3881433213, 34.2302455641, 32.8757793712, 32.6102083887, 33.2269715234, 34.0992082715, 33.8405623265
Everton, Leicester,H, 26.3563843053, 34.3223836841, 34.1662920757, 32.8176398363, 32.5396201534, 33.1627823342, 34.0441624, 33.7671159989
Man City, West Brom,H, 27.0478687028, 34.9757750967, 34.811096792, 33.4930619751, 33.2663184157, 33.8448849625, 34.6961871083, 34.4514083783
Newcastle, Burnley,D, 27.5351822203, 34.9015016844, 34.7337487257, 33.4597286418, 33.181572653, 33.7490383171, 34.6243639039, 34.3581607899
Stoke, Watford,D, 27.9898926229, 35.2844338507, 35.1157711976, 33.4486175307, 33.5679362893, 34.1321552003, 35.004252172, 34.7406744511
Tottenham, Man United,H, 28.468950623, 35.6598491331, 35.4977936695, 33.4081551029, 33.5564420364, 34.1277692353, 35.3750386889, 35.1184522289
Arsenal, Everton,H, 29.0444617789, 36.289770393, 36.1136294466, 33.9542301882, 34.1832226632, 34.7320738711, 36.0097761384, 35.7278705114
Bournemouth, Stoke,H, 29.4543547757, 36.7258227595, 36.5479624353, 34.3431190771, 34.6101170069, 35.1746313137, 36.4543346599, 36.1634841935
Burnley, Man City,D, 29.2693618925, 36.3806551067, 36.2567810709, 34.1588187358, 34.2458428568, 34.8229720764, 36.1084059745, 35.8184866578
Leicester, Swansea,D, 29.1272134728, 36.2257255292, 36.1006788949, 34.0405921348, 34.0995013934, 34.6631589923, 35.9627749065, 35.6675432616
West Brom, Southampton,A, 28.8843552617, 36.1510648957, 36.0317133777, 33.9766386465, 34.0297339516, 34.6067892065, 35.8938093893, 35.6001275312
Crystal Palace, Newcastle,D, 28.6610209122, 36.0669527462, 35.9408042867, 33.9269148896, 33.9586957002, 34.524838999, 35.8189430791, 35.5268291019
Liverpool, Tottenham,D, 28.3911128261, 36.463778143, 36.3342469097, 34.3201733165, 34.3609303371, 34.9199401705, 36.2102474269, 35.9310844211
Watford, Chelsea,H, 28.0170570781, 36.0725471144, 35.9513601336, 33.9688219652, 34.0031321719, 34.5390280083, 35.8333111102, 35.5541481044
Everton, Crystal Palace,H, 27.8932876639, 36.0667999879, 36.3355409245, 34.3402505366, 34.4008594447, 34.9390280083, 36.2218825388, 35.9563220174
Man City, Leicester,H, 28.4378271538, 36.6951228492, 36.9487484717, 34.9036308183, 35.0616523962, 35.5661906381, 36.8462321746, 36.6303902172
Swansea, Burnley,H, 28.9945748598, 37.0721530116, 37.3223116901, 35.2714469103, 35.4453733264, 35.9555121064, 37.2183251979, 37.0214516698
Tottenham, Arsenal,H, 29.5345815436, 37.0611640006, 37.3009213157, 35.2377390451, 35.4181994134, 35.9398708134, 37.1800738317, 36.9900380572
West Ham, Watford,H, 30.0136634099, 37.0028889423, 37.2777999285, 35.2203980046, 35.3772637409, 35.9073596026, 37.1219342969, 36.9675661471
Newcastle, Man United,H, 29.5846514411, 36.6446937306, 36.9262017549, 34.8808631209, 35.017411752, 35.543723239, 36.7666229416, 36.5909427705
Southampton, Liverpool,A, 30.0773770074, 37.0737029236, 37.3576738362, 35.3264589758, 35.4533091879, 35.9969675138, 37.2048820509, 37.0332504628
Chelsea, West Brom,H, 30.6357293405, 37.6406767011, 37.9439930544, 35.8739042313, 36.0411376803, 36.5789610829, 37.7919661996, 37.6322416355
Bournemouth, Newcastle,D, 30.4543276655, 37.609792782, 37.9220150324, 35.8626682762, 36.0190382328, 36.5408658448, 37.7477673046, 37.6107362592
Burnley, Southampton,D, 30.8929155733, 37.9628679529, 38.2650382882, 36.2347612995, 36.3740678186, 36.8892821344, 38.1137649433, 37.9610187451
Leicester, Stoke,D, 31.3967643585, 37.8376377503, 38.1456495585, 36.1165346985, 36.2490678186, 36.7350931861, 38.0113259189, 37.8470586311
Liverpool, West Ham,H, 31.908231994, 38.4361644538, 38.7677693742, 36.7192744245, 36.876480946, 37.3708634211, 38.6356755547, 38.4930534631
Watford, Everton,H, 31.6728566476, 38.8190966201, 39.1610278012, 36.6905387924, 37.2650523745, 37.7580651565, 39.0106755547, 38.8864960861
Crystal Palace, Tottenham,A, 32.3076731618, 39.3746521756, 39.7122089035, 37.2233256776, 37.7956646194, 38.2927559559, 39.5434624399, 39.4379666743
Man United, Chelsea,H, 32.7587229852, 39.7618203172, 40.103270356, 37.6165841046, 38.1728074766, 38.6807340979, 39.9227727848, 39.8157444521
Arsenal, Man City,A, 33.2870398387, 40.2021334288, 40.5441521196, 38.0408265288, 38.5992034157, 39.1194314159, 40.3714268227, 40.2580521444
