Date, HomeTeam, AwayTeam, FTHG, FTAG, FTR, AVGHOMEPROB, AVGDRAWPROB, AVGAWAYPROB
08/03/14, Chelsea, Tottenham, 4, 0, H, 0.539929500425, 0.325999756898, 0.134070742677,
08/03/14, Crystal Palace, Southampton, 0, 1, A, 0.245038412292, 0.363316261204, 0.391645326504,
08/03/14, Norwich, Stoke, 1, 1, D, 0.387951807229, 0.363212851406, 0.248835341365,
08/03/14, West Brom, Man United, 0, 3, A, 0.173699015471, 0.354430379747, 0.471870604782,
15/03/14, Aston Villa, Chelsea, 1, 0, H, 0.119375989148, 0.321049061723, 0.55957494913,
15/03/14, Everton, Cardiff, 2, 1, H, 0.610931028273, 0.303979830722, 0.0850891410049,
15/03/14, Fulham, Newcastle, 1, 0, H, 0.288442541982, 0.382120513665, 0.329436944353,
15/03/14, Hull, Man City, 0, 2, A, 0.12729208565, 0.346622500887, 0.526085413463,
15/03/14, Southampton, Norwich, 4, 2, H, 0.531827770195, 0.328824916243, 0.139347313562,
15/03/14, Stoke, West Ham, 3, 1, H, 0.389460154242, 0.358451156812, 0.252088688946,
15/03/14, Sunderland, Crystal Palace, 0, 0, D, 0.414523212045, 0.354767879548, 0.230708908407,
15/03/14, Swansea, West Brom, 1, 2, A, 0.431164901664, 0.360968229955, 0.207866868381,
16/03/14, Man United, Liverpool, 0, 3, A, 0.328402366864, 0.386587771203, 0.285009861933,
16/03/14, Tottenham, Arsenal, 0, 1, A, 0.28055783429, 0.378014766202, 0.341427399508,
22/03/14, Cardiff, Liverpool, 3, 6, A, 0.0964285714286, 0.335416666667, 0.568154761905,
22/03/14, Chelsea, Arsenal, 6, 0, H, 0.4529187445, 0.354356116163, 0.192725139337,
22/03/14, Everton, Swansea, 3, 2, H, 0.525408693448, 0.329742744899, 0.144848561653,
22/03/14, Hull, West Brom, 2, 0, H, 0.397096362476, 0.359444798979, 0.243458838545,
22/03/14, Man City, Fulham, 5, 0, H, 0.63740803622, 0.31675155631, 0.0458404074703,
22/03/14, Newcastle, Crystal Palace, 1, 0, H, 0.458424348333, 0.351536333188, 0.19003931848,
22/03/14, Norwich, Sunderland, 2, 0, H, 0.396430847674, 0.36073932441, 0.242829827916,
22/03/14, West Ham, Man United, 0, 2, A, 0.188254106702, 0.359499927315, 0.452245965983,
23/03/14, Aston Villa, Stoke, 1, 4, A, 0.397869972977, 0.36083293594, 0.241297091082,
23/03/14, Tottenham, Southampton, 3, 2, H, 0.396930865369, 0.36797975004, 0.235089384591,
25/03/14, Arsenal, Swansea, 2, 2, D, 0.52856135402, 0.345086976963, 0.126351669017,
25/03/14, Man United, Man City, 0, 3, A, 0.235488958991, 0.385646687697, 0.378864353312,
25/03/14, Newcastle, Everton, 0, 3, A, 0.251842358219, 0.373117590516, 0.375040051266,
26/03/14, Liverpool, Sunderland, 2, 1, H, 0.653764914083, 0.299423417252, 0.0468116686647,
26/03/14, West Ham, Hull, 2, 1, H, 0.377346278317, 0.365533980583, 0.2571197411,
29/03/14, Arsenal, Man City, 1, 1, D, 0.226846057572, 0.382352941176, 0.390801001252,
29/03/14, Crystal Palace, Chelsea, 1, 0, H, 0.0977532518723, 0.301832873473, 0.600413874655,
29/03/14, Man United, Aston Villa, 4, 1, H, 0.566053688438, 0.327203551046, 0.106742760516,
29/03/14, Southampton, Newcastle, 4, 0, H, 0.485306234551, 0.347157374348, 0.167536391101,
29/03/14, Stoke, Hull, 1, 0, H, 0.408359621451, 0.356151419558, 0.235488958991,
29/03/14, Swansea, Norwich, 3, 0, H, 0.482325324496, 0.348522507595, 0.169152167909,
29/03/14, West Brom, Cardiff, 3, 3, D, 0.454506190613, 0.36236682983, 0.183126979557,
30/03/14, Fulham, Everton, 1, 3, A, 0.178055004253, 0.35837822512, 0.463566770627,
30/03/14, Liverpool, Tottenham, 4, 0, H, 0.533607834409, 0.353104829735, 0.113287335856,
31/03/14, Sunderland, West Ham, 1, 2, A, 0.377699000967, 0.369320012891, 0.252980986142,
05/04/14, Aston Villa, Fulham, 1, 2, A, 0.420563594821, 0.366945925362, 0.212490479817,
05/04/14, Cardiff, Crystal Palace, 0, 3, A, 0.367778681855, 0.363873067535, 0.26834825061,
05/04/14, Chelsea, Stoke, 3, 0, H, 0.653037636351, 0.282958896193, 0.0640034674565,
05/04/14, Hull, Swansea, 1, 0, H, 0.328597389724, 0.370394845531, 0.301007764745,
05/04/14, Man City, Southampton, 4, 1, H, 0.580708485768, 0.336843044526, 0.0824484697064,
05/04/14, Newcastle, Man United, 0, 4, A, 0.207703927492, 0.369335347432, 0.422960725076,
05/04/14, Norwich, West Brom, 0, 1, A, 0.362510187449, 0.367726161369, 0.269763651182,
06/04/14, Everton, Arsenal, 3, 0, H, 0.335894083034, 0.382151029748, 0.281954887218,
06/04/14, West Ham, Liverpool, 1, 2, A, 0.0974103585657, 0.335657370518, 0.566932270916,
07/04/14, Tottenham, Sunderland, 5, 1, H, 0.529269764635, 0.338442969221, 0.132287266144,
12/04/14, Crystal Palace, Aston Villa, 1, 0, H, 0.40529402441, 0.357108892059, 0.237597083531,
12/04/14, Fulham, Norwich, 1, 0, H, 0.388482341712, 0.372733057588, 0.2387846007,
12/04/14, Southampton, Cardiff, 0, 1, A, 0.539828982898, 0.343384338434, 0.116786678668,
12/04/14, Stoke, Newcastle, 1, 0, H, 0.398418972332, 0.367272727273, 0.234308300395,
12/04/14, Sunderland, Everton, 0, 1, A, 0.179132172424, 0.355980588067, 0.464887239509,
12/04/14, West Brom, Tottenham, 3, 3, D, 0.267568889614, 0.385944888309, 0.346486222077,
13/04/14, Liverpool, Man City, 3, 2, H, 0.329906999511, 0.395170500897, 0.274922499592,
13/04/14, Swansea, Chelsea, 0, 1, A, 0.17116240267, 0.351640711902, 0.477196885428,
15/04/14, Arsenal, West Ham, 3, 1, H, 0.57181680926, 0.328938097635, 0.0992450931052,
16/04/14, Everton, Crystal Palace, 2, 3, A, 0.59406614786, 0.310700389105, 0.095233463035,
16/04/14, Man City, Sunderland, 2, 2, D, 0.645355583798, 0.310106647511, 0.0445377686909,
19/04/14, Aston Villa, Southampton, 0, 0, D, 0.24757908328, 0.378631375081, 0.37378954164,
19/04/14, Cardiff, Stoke, 1, 1, D, 0.342800528402, 0.377476882431, 0.279722589168,
19/04/14, Chelsea, Sunderland, 1, 2, A, 0.639410705095, 0.307063818837, 0.0535254760679,
19/04/14, Newcastle, Swansea, 1, 2, A, 0.309646355637, 0.388012618297, 0.302341026067,
19/04/14, Tottenham, Fulham, 3, 1, H, 0.521948356808, 0.354694835681, 0.123356807512,
19/04/14, West Ham, Crystal Palace, 0, 1, A, 0.387758397933, 0.364502583979, 0.247739018088,
20/04/14, Everton, Man United, 2, 0, H, 0.334543055097, 0.388980534477, 0.276476410426,
20/04/14, Hull, Arsenal, 0, 3, A, 0.177955226009, 0.354912305718, 0.467132468273,
20/04/14, Norwich, Liverpool, 2, 3, A, 0.0944295501936, 0.352596564393, 0.552973885414,
21/04/14, Man City, West Brom, 3, 1, H, 0.608967816561, 0.334081785398, 0.0569503980404,
26/04/14, Fulham, Hull, 2, 2, D, 0.36397535668, 0.379053177691, 0.256971465629,
26/04/14, Man United, Norwich, 4, 0, H, 0.57349816496, 0.33417036894, 0.0923314661001,
26/04/14, Southampton, Everton, 2, 0, H, 0.282509007534, 0.394529970521, 0.322961021946,
26/04/14, Stoke, Tottenham, 0, 1, A, 0.262489829129, 0.380634662327, 0.356875508544,
26/04/14, Swansea, Aston Villa, 4, 1, H, 0.502587236301, 0.34178054929, 0.155632214409,
26/04/14, West Brom, West Ham, 1, 0, H, 0.425582785415, 0.374925283921, 0.199491930663,
27/04/14, Crystal Palace, Man City, 0, 2, A, 0.106955871354, 0.336253873277, 0.556790255369,
27/04/14, Liverpool, Chelsea, 0, 2, A, 0.475282106394, 0.368081676518, 0.156636217088,
27/04/14, Sunderland, Cardiff, 4, 0, H, 0.430347513481, 0.369083283403, 0.200569203116,
28/04/14, Arsenal, Newcastle, 3, 0, H, 0.619347037485, 0.307940346634, 0.0727126158807,
03/05/14, Aston Villa, Hull, 3, 1, H, 0.358663609564, 0.365542089748, 0.275794300688,
03/05/14, Everton, Man City, 2, 3, A, 0.169012122057, 0.375365751707, 0.455622126237,
03/05/14, Man United, Sunderland, 0, 1, A, 0.563613355398, 0.343229825757, 0.0931568188455,
03/05/14, Newcastle, Cardiff, 3, 0, H, 0.396615957777, 0.383731760323, 0.2196522819,
03/05/14, Stoke, Fulham, 4, 1, H, 0.355026711996, 0.386757325563, 0.258215962441,
03/05/14, Swansea, Southampton, 0, 1, A, 0.341643431196, 0.381827128096, 0.276529440709,
03/05/14, West Ham, Tottenham, 2, 0, H, 0.198149806028, 0.375410325276, 0.426439868696,
04/05/14, Arsenal, West Brom, 1, 0, H, 0.621127315727, 0.308159243201, 0.0707134410721,
04/05/14, Chelsea, Norwich, 0, 0, D, 0.662471540602, 0.284088034404, 0.0534404249937,
05/05/14, Crystal Palace, Liverpool, 3, 3, D, 0.0966424230348, 0.336355484707, 0.567002092259,
06/05/14, Man United, Hull, 3, 1, H, 0.57072102105, 0.338794170873, 0.090484808077,
07/05/14, Man City, Aston Villa, 4, 0, H, 0.655794378476, 0.304524274763, 0.0396813467609,
07/05/14, Sunderland, West Brom, 2, 0, H, 0.453988669423, 0.330271015158, 0.215740315419,
11/05/14, Cardiff, Chelsea, 1, 2, A, 0.105541455161, 0.331535532995, 0.562923011844,
11/05/14, Fulham, Crystal Palace, 2, 2, D, 0.316110927699, 0.384615384615, 0.299273687686,
11/05/14, Hull, Everton, 0, 2, A, 0.220423412204, 0.373910336239, 0.405666251557,
11/05/14, Liverpool, Newcastle, 2, 1, H, 0.613855920508, 0.327974054651, 0.0581700248413,
11/05/14, Man City, West Ham, 2, 0, H, 0.624641010913, 0.329121194716, 0.0462377943711,
11/05/14, Norwich, Arsenal, 0, 2, A, 0.191172128727, 0.372158252141, 0.436669619132,
11/05/14, Southampton, Man United, 1, 1, D, 0.312118713932, 0.386644682605, 0.301236603462,
11/05/14, Sunderland, Swansea, 1, 3, A, 0.371875503951, 0.376552169005, 0.251572327044,
11/05/14, Tottenham, Aston Villa, 3, 0, H, 0.551608203519, 0.332175277373, 0.116216519108,
11/05/14, West Brom, Stoke, 1, 2, A, 0.394410425499, 0.378552363008, 0.227037211493,
