Date, HomeTeam, AwayTeam, FTHG, FTAG, FTR, AVGHOMEPROB, AVGDRAWPROB, AVGAWAYPROB
14/09/13, Sunderland, Arsenal, 1, 3, A, 0.154606563859, 0.341373401872, 0.504020034269,
14/09/13, Tottenham, Norwich, 2, 0, H, 0.570806794055, 0.321762208068, 0.107430997877,
15/09/13, Southampton, West Ham, 0, 0, D, 0.450261780105, 0.36198371146, 0.187754508435,
16/09/13, Swansea, Liverpool, 2, 2, D, 0.240476190476, 0.375714285714, 0.38380952381,
21/09/13, Chelsea, Fulham, 2, 0, H, 0.62996460873, 0.298859614628, 0.0711757766418,
21/09/13, Liverpool, Southampton, 0, 1, A, 0.524874094092, 0.339393194939, 0.135732710969,
21/09/13, Newcastle, Hull, 2, 3, A, 0.473526900085, 0.34585824082, 0.180614859095,
21/09/13, Norwich, Aston Villa, 0, 1, A, 0.348965966455, 0.381696792053, 0.269337241492,
21/09/13, West Brom, Sunderland, 3, 0, H, 0.418331010992, 0.360736956185, 0.220932032822,
21/09/13, West Ham, Everton, 2, 3, A, 0.274590163934, 0.375245901639, 0.350163934426,
22/09/13, Arsenal, Stoke, 3, 1, H, 0.600791241145, 0.311436194682, 0.0877725641733,
22/09/13, Cardiff, Tottenham, 0, 1, A, 0.19322533137, 0.359793814433, 0.446980854197,
22/09/13, Crystal Palace, Swansea, 0, 2, A, 0.264276443868, 0.376378974692, 0.359344581441,
22/09/13, Man City, Man United, 4, 1, H, 0.382985502629, 0.375497849291, 0.24151664808,
28/09/13, Aston Villa, Man City, 3, 2, H, 0.127094642436, 0.330422468728, 0.542482888836,
28/09/13, Fulham, Cardiff, 1, 2, A, 0.408709175739, 0.366718506998, 0.224572317263,
28/09/13, Hull, West Ham, 1, 0, H, 0.360634297858, 0.369462154651, 0.269903547491,
28/09/13, Man United, West Brom, 1, 2, A, 0.624107284558, 0.304554832566, 0.0713378828757,
28/09/13, Southampton, Crystal Palace, 2, 0, H, 0.572703526339, 0.314431867653, 0.112864606008,
28/09/13, Swansea, Arsenal, 1, 2, A, 0.260273972603, 0.374375503626, 0.365350523771,
28/09/13, Tottenham, Chelsea, 1, 1, D, 0.316666666667, 0.374257425743, 0.309075907591,
29/09/13, Stoke, Norwich, 0, 1, A, 0.438564751998, 0.355344489673, 0.20609075833,
29/09/13, Sunderland, Liverpool, 1, 3, A, 0.156677740864, 0.343388704319, 0.499933554817,
30/09/13, Everton, Newcastle, 3, 2, H, 0.51187000127, 0.343531801447, 0.144598197283,
05/10/13, Cardiff, Newcastle, 1, 2, A, 0.353785900783, 0.378100522193, 0.268113577023,
05/10/13, Fulham, Stoke, 1, 0, H, 0.366254474455, 0.369834038399, 0.263911487146,
05/10/13, Hull, Aston Villa, 0, 0, D, 0.351049868766, 0.372375328084, 0.27657480315,
05/10/13, Liverpool, Crystal Palace, 3, 1, H, 0.660447761194, 0.284933093155, 0.0546191456511,
05/10/13, Man City, Everton, 3, 1, H, 0.494535519126, 0.356492323705, 0.148972157169,
05/10/13, Sunderland, Man United, 1, 2, A, 0.143274853801, 0.348843122298, 0.5078820239,
06/10/13, Norwich, Chelsea, 1, 3, A, 0.136570374923, 0.336570374923, 0.526859250154,
06/10/13, Southampton, Swansea, 2, 0, H, 0.410068578554, 0.367051122195, 0.222880299252,
06/10/13, Tottenham, West Ham, 0, 3, A, 0.576763914753, 0.31988412994, 0.103351955307,
06/10/13, West Brom, Arsenal, 1, 1, D, 0.173533961468, 0.372240191253, 0.454225847279,
19/10/13, Arsenal, Norwich, 4, 1, H, 0.622458703939, 0.306305590851, 0.0712357052097,
19/10/13, Chelsea, Cardiff, 4, 1, H, 0.651615144147, 0.288016672456, 0.060368183397,
19/10/13, Everton, Hull, 2, 1, H, 0.579589689637, 0.313519200421, 0.106891109942,
19/10/13, Man United, Southampton, 1, 1, D, 0.536875589067, 0.337064090481, 0.126060320452,
19/10/13, Newcastle, Liverpool, 2, 2, D, 0.186943186797, 0.380020446911, 0.433036366292,
19/10/13, Stoke, West Brom, 0, 0, D, 0.37661498708, 0.368378552972, 0.255006459948,
19/10/13, Swansea, Sunderland, 4, 0, H, 0.52290406223, 0.340412396592, 0.136683541178,
19/10/13, West Ham, Man City, 1, 3, A, 0.158212560386, 0.34796027912, 0.493827160494,
20/10/13, Aston Villa, Tottenham, 0, 2, A, 0.213079521032, 0.369818851704, 0.417101627264,
21/10/13, Crystal Palace, Fulham, 1, 4, A, 0.310162197948, 0.377689506786, 0.312148295266,
26/10/13, Aston Villa, Everton, 0, 2, A, 0.25185304544, 0.373348372543, 0.374798582017,
26/10/13, Crystal Palace, Arsenal, 0, 2, A, 0.0898345153664, 0.319621749409, 0.590543735225,
26/10/13, Liverpool, West Brom, 4, 1, H, 0.560840024707, 0.338274655137, 0.100885320156,
26/10/13, Man United, Stoke, 3, 2, H, 0.612515467562, 0.304755170585, 0.0827293618526,
26/10/13, Norwich, Cardiff, 0, 0, D, 0.387781145318, 0.37103206253, 0.241186792152,
26/10/13, Southampton, Fulham, 2, 0, H, 0.525028227324, 0.334086061975, 0.140885710701,
27/10/13, Chelsea, Man City, 2, 1, H, 0.351594439902, 0.379558462796, 0.268847097302,
27/10/13, Sunderland, Newcastle, 2, 1, H, 0.298315163528, 0.378592666006, 0.323092170466,
27/10/13, Swansea, West Ham, 0, 0, D, 0.477967502066, 0.35637565409, 0.165656843845,
27/10/13, Tottenham, Hull, 1, 0, H, 0.578784757981, 0.318743563337, 0.102471678682,
02/11/13, Arsenal, Liverpool, 2, 0, H, 0.367996124657, 0.377845955111, 0.254157920233,
02/11/13, Fulham, Man United, 1, 3, A, 0.136088834053, 0.343985194324, 0.519925971622,
02/11/13, Hull, Sunderland, 1, 0, H, 0.401041666667, 0.365845959596, 0.233112373737,
02/11/13, Man City, Norwich, 7, 0, H, 0.666195690569, 0.284940539268, 0.0488637701637,
02/11/13, Newcastle, Chelsea, 2, 0, H, 0.145266385588, 0.349686980963, 0.505046633448,
02/11/13, Stoke, Southampton, 1, 1, D, 0.271982970362, 0.368102177829, 0.359914851809,
02/11/13, West Brom, Crystal Palace, 2, 0, H, 0.534640365648, 0.334856867934, 0.130502766418,
02/11/13, West Ham, Aston Villa, 0, 0, D, 0.378516624041, 0.378037084399, 0.24344629156,
03/11/13, Cardiff, Swansea, 1, 0, H, 0.260467380721, 0.374716001298, 0.364816617981,
03/11/13, Everton, Tottenham, 0, 0, D, 0.334487306297, 0.379657105176, 0.285855588526,
09/11/13, Aston Villa, Cardiff, 2, 0, H, 0.425011466137, 0.363552973551, 0.211435560312,
09/11/13, Chelsea, West Brom, 2, 2, D, 0.614221861032, 0.31247460382, 0.0733035351483,
09/11/13, Crystal Palace, Everton, 0, 0, D, 0.136307767945, 0.334931170108, 0.528761061947,
09/11/13, Liverpool, Fulham, 4, 0, H, 0.648695153427, 0.288571838256, 0.0627330083166,
09/11/13, Norwich, West Ham, 3, 1, H, 0.336138613861, 0.374752475248, 0.289108910891,
09/11/13, Southampton, Hull, 4, 1, H, 0.558216350124, 0.312728559632, 0.129055090244,
10/11/13, Man United, Arsenal, 1, 0, H, 0.369196285623, 0.384566122318, 0.246237592059,
10/11/13, Sunderland, Man City, 1, 0, H, 0.0980096501809, 0.333835946924, 0.568154402895,
10/11/13, Swansea, Stoke, 3, 3, D, 0.446284691137, 0.353625783348, 0.200089525515,
10/11/13, Tottenham, Newcastle, 0, 1, A, 0.530482041588, 0.342982041588, 0.126535916824,
23/11/13, Arsenal, Southampton, 2, 0, H, 0.511668757842, 0.347678795483, 0.140652446675,
23/11/13, Everton, Liverpool, 3, 3, D, 0.289035449299, 0.376751854905, 0.334212695796,
23/11/13, Fulham, Swansea, 1, 2, A, 0.268520032706, 0.371545380213, 0.359934587081,
23/11/13, Hull, Crystal Palace, 0, 1, A, 0.476544622426, 0.340245995423, 0.183209382151,
23/11/13, Newcastle, Norwich, 2, 1, H, 0.466048080978, 0.359763812737, 0.174188106284,
23/11/13, Stoke, Sunderland, 2, 0, H, 0.420355361596, 0.352400249377, 0.227244389027,
23/11/13, West Ham, Chelsea, 0, 3, A, 0.144076433121, 0.345095541401, 0.510828025478,
24/11/13, Cardiff, Man United, 2, 2, D, 0.143872113677, 0.345216950013, 0.510910936311,
24/11/13, Man City, Tottenham, 6, 0, H, 0.495154652861, 0.34952874021, 0.15531660693,
25/11/13, West Brom, Aston Villa, 2, 2, D, 0.40081799591, 0.368884694038, 0.230297310052,
30/11/13, Aston Villa, Sunderland, 0, 0, D, 0.424992361748, 0.364955698136, 0.210051940116,
30/11/13, Cardiff, Arsenal, 0, 3, A, 0.142947581666, 0.344644213725, 0.512408204609,
30/11/13, Everton, Stoke, 4, 0, H, 0.529646735738, 0.329671701411, 0.140681562851,
30/11/13, Newcastle, West Brom, 2, 1, H, 0.412138101873, 0.369252206224, 0.218609691903,
30/11/13, Norwich, Crystal Palace, 1, 0, H, 0.440358744395, 0.359043348281, 0.200597907324,
30/11/13, West Ham, Fulham, 3, 0, H, 0.449815225425, 0.353288987435, 0.19689578714,
01/12/13, Chelsea, Southampton, 3, 1, H, 0.541136655386, 0.334344731007, 0.124518613607,
01/12/13, Hull, Liverpool, 3, 1, H, 0.140102666834, 0.33779892325, 0.522098409916,
01/12/13, Man City, Swansea, 3, 0, H, 0.631554270532, 0.298429319372, 0.0700164100961,
01/12/13, Tottenham, Man United, 2, 2, D, 0.303973509934, 0.383112582781, 0.312913907285,
03/12/13, Crystal Palace, West Ham, 1, 0, H, 0.283242708848, 0.371230845279, 0.345526445872,
04/12/13, Arsenal, Hull, 2, 0, H, 0.649766340183, 0.296395877345, 0.0538377824723,
04/12/13, Fulham, Tottenham, 1, 2, A, 0.156004787871, 0.346322649288, 0.497672562841,
04/12/13, Liverpool, Norwich, 5, 1, H, 0.618223760092, 0.313802383699, 0.0679738562092,
04/12/13, Man United, Everton, 0, 1, A, 0.486147127064, 0.350620990856, 0.16323188208,
04/12/13, Southampton, Aston Villa, 2, 3, A, 0.502570185844, 0.344141294319, 0.153288519837,
04/12/13, Stoke, Cardiff, 0, 0, D, 0.414911870223, 0.359382311652, 0.225705818125,
04/12/13, Sunderland, Chelsea, 3, 4, A, 0.128094725511, 0.34134672886, 0.530558545629,
04/12/13, Swansea, Newcastle, 3, 0, H, 0.380959949142, 0.380642085188, 0.238397965671,
04/12/13, West Brom, Man City, 2, 3, A, 0.144335164133, 0.351258142802, 0.504406693064,
07/12/13, Crystal Palace, Cardiff, 2, 0, H, 0.318377483444, 0.373178807947, 0.308443708609,
07/12/13, Liverpool, West Ham, 4, 1, H, 0.616705448126, 0.311161036669, 0.072133515205,
07/12/13, Man United, Newcastle, 0, 1, A, 0.532640774407, 0.341518120647, 0.125841104946,
07/12/13, Southampton, Man City, 1, 1, D, 0.16851134477, 0.352656336469, 0.47883231876,
07/12/13, Stoke, Chelsea, 3, 2, H, 0.138764324863, 0.338191330344, 0.523044344793,
07/12/13, Sunderland, Tottenham, 1, 2, A, 0.191414289915, 0.361658335784, 0.446927374302,
07/12/13, West Brom, Norwich, 0, 2, A, 0.465696762231, 0.354015119099, 0.180288118671,
08/12/13, Arsenal, Everton, 1, 1, D, 0.487978509066, 0.354331766286, 0.157689724647,
08/12/13, Fulham, Aston Villa, 2, 0, H, 0.310122394972, 0.376116440622, 0.313761164406,
09/12/13, Swansea, Hull, 1, 1, D, 0.485212824765, 0.346047540077, 0.168739635158,
14/12/13, Cardiff, West Brom, 1, 0, H, 0.326729403995, 0.378405151065, 0.29486544494,
14/12/13, Chelsea, Crystal Palace, 2, 1, H, 0.676432328488, 0.276850856852, 0.0467168146598,
14/12/13, Everton, Fulham, 4, 1, H, 0.610225140713, 0.299155722326, 0.0906191369606,
14/12/13, Hull, Stoke, 0, 0, D, 0.383298336295, 0.361977063479, 0.254724600226,
14/12/13, Man City, Arsenal, 6, 3, H, 0.45134784489, 0.365720051896, 0.182932103215,
14/12/13, Newcastle, Southampton, 1, 1, D, 0.352306182532, 0.37634936212, 0.271344455348,
14/12/13, West Ham, Sunderland, 0, 0, D, 0.430303030303, 0.361363636364, 0.208333333333,
15/12/13, Aston Villa, Man United, 0, 3, A, 0.167927382753, 0.348232705268, 0.483839911979,
15/12/13, Norwich, Swansea, 1, 1, D, 0.30380794702, 0.375, 0.32119205298,
15/12/13, Tottenham, Liverpool, 0, 5, A, 0.331631812943, 0.383665404248, 0.284702782809,
21/12/13, Crystal Palace, Newcastle, 0, 3, A, 0.272370358253, 0.375429412727, 0.35220022902,
21/12/13, Fulham, Man City, 2, 4, A, 0.0950177235132, 0.340488381252, 0.564493895234,
21/12/13, Liverpool, Cardiff, 3, 1, H, 0.648798402165, 0.296694800593, 0.0545067972424,
21/12/13, Man United, West Ham, 3, 1, H, 0.596168017686, 0.316875460575, 0.0869565217391,
21/12/13, Stoke, Aston Villa, 2, 1, H, 0.381438289602, 0.360868156787, 0.257693553612,
21/12/13, Sunderland, Norwich, 0, 0, D, 0.405502579334, 0.368453962795, 0.226043457871,
21/12/13, West Brom, Hull, 1, 1, D, 0.446119402985, 0.353134328358, 0.200746268657,
22/12/13, Southampton, Tottenham, 2, 3, A, 0.32732385048, 0.374131657294, 0.298544492226,
22/12/13, Swansea, Everton, 1, 2, A, 0.272667650434, 0.380882111822, 0.346450237744,
23/12/13, Arsenal, Chelsea, 0, 0, D, 0.351651946353, 0.377003598299, 0.271344455348,
26/12/13, Aston Villa, Crystal Palace, 0, 1, A, 0.456166200088, 0.350523058789, 0.193310741123,
26/12/13, Cardiff, Southampton, 0, 3, A, 0.264744216357, 0.373737373737, 0.361518409906,
26/12/13, Chelsea, Swansea, 1, 0, H, 0.591872146119, 0.322648401826, 0.0854794520548,
26/12/13, Everton, Sunderland, 0, 1, A, 0.582617093192, 0.324577498793, 0.0928054080155,
26/12/13, Hull, Man United, 2, 3, A, 0.133374008542, 0.339719341062, 0.526906650397,
26/12/13, Man City, Liverpool, 2, 1, H, 0.436825667235, 0.388131743328, 0.175042589438,
26/12/13, Newcastle, Stoke, 5, 1, H, 0.478346180799, 0.348002803083, 0.173651016118,
26/12/13, Norwich, Fulham, 1, 2, A, 0.406689590497, 0.369490465771, 0.223819943732,
26/12/13, Tottenham, West Brom, 1, 1, D, 0.535743535744, 0.339885339885, 0.124371124371,
26/12/13, West Ham, Arsenal, 1, 3, A, 0.14159626781, 0.344849325432, 0.513554406758,
28/12/13, Aston Villa, Swansea, 1, 1, D, 0.300647088104, 0.376472540236, 0.322880371661,
28/12/13, Cardiff, Sunderland, 2, 2, D, 0.370574861968, 0.368139006171, 0.261286131861,
28/12/13, Hull, Fulham, 6, 0, H, 0.416783653096, 0.358914365934, 0.22430198097,
28/12/13, Man City, Crystal Palace, 1, 0, H, 0.694909952183, 0.26992000715, 0.0351700406668,
28/12/13, Norwich, Man United, 0, 1, A, 0.13425529311, 0.344266307673, 0.521478399217,
28/12/13, West Ham, West Brom, 3, 3, D, 0.361653645833, 0.37353515625, 0.264811197917,
29/12/13, Chelsea, Liverpool, 2, 1, H, 0.380261479592, 0.379783163265, 0.239955357143,
29/12/13, Everton, Southampton, 2, 1, H, 0.460031686591, 0.357626386288, 0.182341927121,
29/12/13, Newcastle, Arsenal, 0, 1, A, 0.210864575363, 0.374751338944, 0.414384085692,
29/12/13, Tottenham, Stoke, 3, 0, H, 0.570705959974, 0.315812623708, 0.113481416318,
01/01/14, Arsenal, Cardiff, 2, 0, H, 0.634950747902, 0.301495804451, 0.0635534476468,
01/01/14, Crystal Palace, Norwich, 1, 1, D, 0.360026255333, 0.368723334427, 0.27125041024,
01/01/14, Fulham, West Ham, 2, 1, H, 0.339976939549, 0.380662164388, 0.279360896063,
01/01/14, Liverpool, Hull, 2, 0, H, 0.598207008965, 0.329258353708, 0.0725346373268,
01/01/14, Man United, Tottenham, 1, 2, A, 0.457892509522, 0.36704753844, 0.175059952038,
01/01/14, Southampton, Chelsea, 0, 3, A, 0.219254658385, 0.371583850932, 0.409161490683,
01/01/14, Stoke, Everton, 1, 1, D, 0.221840873635, 0.36271450858, 0.415444617785,
01/01/14, Sunderland, Aston Villa, 0, 1, A, 0.392475689463, 0.370157819225, 0.237366491312,
01/01/14, Swansea, Man City, 2, 3, A, 0.144443010197, 0.367884342326, 0.487672647476,
01/01/14, West Brom, Newcastle, 1, 0, H, 0.325688830226, 0.386404883683, 0.287906286091,
11/01/14, Cardiff, West Ham, 0, 2, A, 0.423932926829, 0.36631097561, 0.209756097561,
11/01/14, Everton, Norwich, 2, 0, H, 0.597007675119, 0.308073447974, 0.0949188769066,
11/01/14, Fulham, Sunderland, 1, 4, A, 0.387138057911, 0.367461206207, 0.245400735882,
11/01/14, Hull, Chelsea, 0, 2, A, 0.1390687251, 0.332669322709, 0.528261952191,
11/01/14, Man United, Swansea, 2, 0, H, 0.542742601108, 0.330503478363, 0.126753920528,
11/01/14, Southampton, West Brom, 1, 0, H, 0.462385583524, 0.356264302059, 0.181350114416,
11/01/14, Tottenham, Crystal Palace, 2, 0, H, 0.607472324723, 0.304520295203, 0.0880073800738,
12/01/14, Newcastle, Man City, 0, 2, A, 0.155291922154, 0.360437216742, 0.484270861104,
12/01/14, Stoke, Liverpool, 3, 5, A, 0.151076320939, 0.347553816047, 0.501369863014,
13/01/14, Aston Villa, Arsenal, 1, 2, A, 0.13854218672, 0.346480279581, 0.514977533699,
18/01/14, Arsenal, Fulham, 2, 0, H, 0.64630738523, 0.297072521623, 0.056620093147,
18/01/14, Crystal Palace, Stoke, 1, 0, H, 0.381398352979, 0.360729856289, 0.257871790731,
18/01/14, Liverpool, Aston Villa, 2, 2, D, 0.635736973711, 0.306818949787, 0.057444076502,
18/01/14, Man City, Cardiff, 4, 2, H, 0.681179775281, 0.281835205993, 0.0369850187266,
18/01/14, Norwich, Hull, 1, 0, H, 0.363547280745, 0.366487016169, 0.269965703087,
18/01/14, Sunderland, Southampton, 2, 2, D, 0.281722550953, 0.372781065089, 0.345496383958,
18/01/14, West Ham, Newcastle, 1, 3, A, 0.282962962963, 0.379917695473, 0.337119341564,
19/01/14, Chelsea, Man United, 3, 1, H, 0.467477968947, 0.360889634914, 0.171632396139,
19/01/14, Swansea, Tottenham, 1, 3, A, 0.269639065817, 0.379389188306, 0.350971745876,
20/01/14, West Brom, Everton, 1, 1, D, 0.254838709677, 0.376451612903, 0.368709677419,
28/01/14, Crystal Palace, Hull, 1, 0, H, 0.357248642422, 0.360375185124, 0.282376172454,
28/01/14, Liverpool, Everton, 4, 0, H, 0.442646633921, 0.37402484831, 0.183328517769,
28/01/14, Man United, Cardiff, 2, 0, H, 0.648158721096, 0.289323437054, 0.0625178418498,
28/01/14, Norwich, Newcastle, 0, 0, D, 0.312448474856, 0.38120362737, 0.306347897774,
28/01/14, Southampton, Arsenal, 2, 2, D, 0.200779142943, 0.36634701828, 0.432873838777,
28/01/14, Swansea, Fulham, 2, 0, H, 0.483155299918, 0.351547521227, 0.165297178855,
29/01/14, Aston Villa, West Brom, 4, 3, H, 0.329038652131, 0.374297984803, 0.296663363066,
29/01/14, Chelsea, West Ham, 0, 0, D, 0.667362146051, 0.282861400894, 0.0497764530551,
29/01/14, Sunderland, Stoke, 1, 0, H, 0.40574929312, 0.364121897581, 0.230128809299,
29/01/14, Tottenham, Man City, 1, 5, A, 0.219016596867, 0.386691484411, 0.394291918722,
01/02/14, Cardiff, Norwich, 2, 1, H, 0.37477854727, 0.372040586246, 0.253180866484,
01/02/14, Everton, Aston Villa, 2, 1, H, 0.553234729592, 0.328440781303, 0.118324489105,
01/02/14, Fulham, Southampton, 0, 3, A, 0.24815527751, 0.376804619827, 0.375040102663,
01/02/14, Hull, Tottenham, 1, 1, D, 0.216941829965, 0.36769017127, 0.415367998766,
01/02/14, Newcastle, Sunderland, 0, 3, A, 0.43919928294, 0.361667164625, 0.199133552435,
01/02/14, Stoke, Man United, 2, 1, H, 0.133309117327, 0.329700932316, 0.536989950357,
01/02/14, West Ham, Swansea, 2, 0, H, 0.294981842192, 0.380323539122, 0.324694618686,
02/02/14, Arsenal, Crystal Palace, 2, 0, H, 0.662851600388, 0.282120918202, 0.0550274814096,
02/02/14, West Brom, Liverpool, 1, 1, D, 0.147123181877, 0.347148925216, 0.505727892908,
03/02/14, Man City, Chelsea, 0, 1, A, 0.441176470588, 0.370646766169, 0.188176763243,
08/02/14, Aston Villa, West Ham, 0, 2, A, 0.406484962406, 0.365758145363, 0.227756892231,
08/02/14, Chelsea, Newcastle, 3, 0, H, 0.659763103766, 0.277821122065, 0.0624157741684,
08/02/14, Crystal Palace, West Brom, 3, 1, H, 0.33834959484, 0.369604762692, 0.292045642467,
08/02/14, Liverpool, Arsenal, 5, 1, H, 0.371788734642, 0.38614967289, 0.242061592468,
08/02/14, Norwich, Man City, 0, 0, D, 0.0864242982052, 0.333640128854, 0.579935572941,
08/02/14, Southampton, Stoke, 2, 2, D, 0.555451786131, 0.31811814149, 0.126430072379,
08/02/14, Sunderland, Hull, 0, 2, A, 0.413199874883, 0.357835470754, 0.228964654363,
08/02/14, Swansea, Cardiff, 3, 0, H, 0.461085582998, 0.356260769673, 0.182653647329,
09/02/14, Man United, Fulham, 2, 2, D, 0.687611673615, 0.262060750447, 0.0503275759381,
09/02/14, Tottenham, Everton, 1, 0, H, 0.397637795276, 0.369921259843, 0.232440944882,
11/02/14, Cardiff, Aston Villa, 0, 0, D, 0.340789473684, 0.378289473684, 0.280921052632,
11/02/14, Hull, Southampton, 0, 1, A, 0.291329479769, 0.37093311313, 0.337737407102,
11/02/14, West Brom, Chelsea, 1, 1, D, 0.117178739628, 0.32664274501, 0.556178515362,
11/02/14, West Ham, Norwich, 2, 0, H, 0.411992562752, 0.367988844128, 0.220018593121,
12/02/14, Arsenal, Man United, 0, 0, D, 0.383235434196, 0.379584060962, 0.237180504842,
12/02/14, Fulham, Liverpool, 2, 3, A, 0.106619612876, 0.345310661961, 0.548069725163,
12/02/14, Newcastle, Tottenham, 0, 4, A, 0.264457439896, 0.383528265107, 0.352014294997,
12/02/14, Stoke, Swansea, 1, 1, D, 0.330081031917, 0.373573672896, 0.296345295188,
22/02/14, Arsenal, Sunderland, 4, 1, H, 0.624794475501, 0.30006576784, 0.075139756659,
22/02/14, Cardiff, Hull, 0, 4, A, 0.332284768212, 0.367715231788, 0.3,
22/02/14, Chelsea, Everton, 1, 0, H, 0.54241522903, 0.328138013087, 0.129446757882,
22/02/14, Crystal Palace, Man United, 0, 2, A, 0.137658813371, 0.332058714691, 0.530282471938,
22/02/14, Man City, Stoke, 1, 0, H, 0.661781478102, 0.291400547445, 0.0468179744526,
22/02/14, West Brom, Fulham, 1, 1, D, 0.452784503632, 0.370317618573, 0.176897877795,
22/02/14, West Ham, Southampton, 3, 1, H, 0.281039302746, 0.376253905608, 0.342706791646,
23/02/14, Liverpool, Swansea, 4, 3, H, 0.605814627682, 0.318976227947, 0.0752091443717,
23/02/14, Newcastle, Aston Villa, 1, 0, H, 0.405630701478, 0.364422774457, 0.229946524064,
23/02/14, Norwich, Tottenham, 1, 0, H, 0.218164938883, 0.371499303729, 0.410335757388,
01/03/14, Everton, West Ham, 1, 0, H, 0.555390419572, 0.323653824168, 0.120955756259,
01/03/14, Fulham, Chelsea, 1, 3, A, 0.108307494921, 0.330482198225, 0.561210306853,
01/03/14, Hull, Newcastle, 1, 4, A, 0.36149697663, 0.364275208367, 0.274227815002,
01/03/14, Southampton, Liverpool, 0, 3, A, 0.220640569395, 0.382794367941, 0.396565062664,
01/03/14, Stoke, Arsenal, 1, 0, H, 0.155763650752, 0.334872065418, 0.50936428383,
02/03/14, Aston Villa, Norwich, 4, 1, H, 0.409389671362, 0.364319248826, 0.226291079812,
02/03/14, Swansea, Crystal Palace, 1, 1, D, 0.477311643836, 0.341324200913, 0.181364155251,
02/03/14, Tottenham, Cardiff, 1, 0, H, 0.61005616475, 0.306142462334, 0.0838013729161,
08/03/14, Cardiff, Fulham, 3, 1, H, 0.359278518037, 0.379915502112, 0.260805979851,
