Date, HomeTeam, AwayTeam, FTHG, FTAG, FTR, AVGHOMEPROB, AVGDRAWPROB, AVGAWAYPROB
18/03/17, Sunderland, Burnley, 0, 0, D, 0.339560799738, 0.369223205506, 0.291215994756,
18/03/17, West Brom, Arsenal, 3, 1, H, 0.160788520853, 0.365026149926, 0.474185329221,
18/03/17, West Ham, Leicester, 2, 3, A, 0.361732736573, 0.381074168798, 0.257193094629,
19/03/17, Man City, Liverpool, 1, 1, D, 0.410267991569, 0.383619391749, 0.206112616682,
19/03/17, Middlesbrough, Man United, 1, 3, A, 0.152207591015, 0.334366124451, 0.513426284534,
19/03/17, Tottenham, Southampton, 2, 1, H, 0.494466403162, 0.348748353096, 0.156785243742,
01/04/17, Burnley, Tottenham, 0, 2, A, 0.151640402997, 0.343709635753, 0.50464996125,
01/04/17, Chelsea, Crystal Palace, 1, 2, A, 0.630759933525, 0.301405046079, 0.0678350203958,
01/04/17, Hull, West Ham, 2, 1, H, 0.340152622179, 0.381068355252, 0.278779022569,
01/04/17, Leicester, Stoke, 2, 0, H, 0.418569254186, 0.366514459665, 0.214916286149,
01/04/17, Liverpool, Everton, 3, 1, H, 0.479388297872, 0.362632978723, 0.157978723404,
01/04/17, Man United, West Brom, 0, 0, D, 0.60799506912, 0.308620234217, 0.0833846966629,
01/04/17, Southampton, Bournemouth, 0, 0, D, 0.501204819277, 0.35421686747, 0.144578313253,
01/04/17, Watford, Sunderland, 1, 0, H, 0.457881210737, 0.357938320959, 0.184180468304,
02/04/17, Arsenal, Man City, 2, 2, D, 0.25226370135, 0.403812549643, 0.343923749007,
02/04/17, Swansea, Middlesbrough, 0, 0, D, 0.441307578009, 0.354829123328, 0.203863298663,
04/04/17, Burnley, Stoke, 1, 0, H, 0.366893644617, 0.354571984436, 0.278534370947,
04/04/17, Leicester, Sunderland, 2, 0, H, 0.574391250516, 0.320573669005, 0.105035080479,
04/04/17, Man United, Everton, 1, 1, D, 0.534517229213, 0.336704692461, 0.128778078325,
04/04/17, Watford, West Brom, 2, 0, H, 0.351571405309, 0.362481680508, 0.285946914183,
05/04/17, Arsenal, West Ham, 3, 0, H, 0.546386621541, 0.357057535337, 0.0965558431216,
05/04/17, Chelsea, Man City, 2, 1, H, 0.348979263784, 0.387558270375, 0.263462465842,
05/04/17, Hull, Middlesbrough, 4, 2, H, 0.428462127008, 0.349961744453, 0.221576128539,
05/04/17, Liverpool, Bournemouth, 2, 2, D, 0.572568671121, 0.339272457313, 0.0881588715664,
05/04/17, Southampton, Crystal Palace, 3, 1, H, 0.465470978675, 0.354469707668, 0.180059313656,
05/04/17, Swansea, Tottenham, 1, 3, A, 0.159428036884, 0.362421488708, 0.478150474409,
08/04/17, Bournemouth, Chelsea, 1, 3, A, 0.133518608023, 0.34026099565, 0.526220396327,
08/04/17, Man City, Hull, 3, 1, H, 0.638683886839, 0.309655596556, 0.0516605166052,
08/04/17, Middlesbrough, Burnley, 0, 0, D, 0.369738339022, 0.35397367138, 0.276287989599,
08/04/17, Stoke, Liverpool, 1, 2, A, 0.201432408236, 0.376902417189, 0.421665174575,
08/04/17, Tottenham, Watford, 4, 0, H, 0.644312041014, 0.295136483303, 0.0605514756824,
08/04/17, West Brom, Southampton, 0, 1, A, 0.289724228496, 0.371963230466, 0.338312541037,
08/04/17, West Ham, Swansea, 1, 0, H, 0.39533437014, 0.377760497667, 0.226905132193,
09/04/17, Everton, Leicester, 4, 2, H, 0.478160607705, 0.357840477482, 0.163998914813,
09/04/17, Sunderland, Man United, 0, 3, A, 0.0859218891916, 0.318982742961, 0.595095367847,
10/04/17, Crystal Palace, Arsenal, 3, 0, H, 0.178962331201, 0.377540867093, 0.443496801706,
15/04/17, Crystal Palace, Leicester, 2, 2, D, 0.466554243957, 0.359050028106, 0.174395727937,
15/04/17, Everton, Burnley, 3, 1, H, 0.568236399708, 0.327137934635, 0.104625665657,
15/04/17, Southampton, Man City, 0, 3, A, 0.171971830986, 0.383098591549, 0.444929577465,
15/04/17, Stoke, Hull, 3, 1, H, 0.434184675835, 0.360284116669, 0.205531207496,
15/04/17, Sunderland, West Ham, 2, 2, D, 0.254680438993, 0.385571336346, 0.359748224661,
15/04/17, Tottenham, Bournemouth, 4, 0, H, 0.599736719839, 0.332352485674, 0.0679107944866,
15/04/17, Watford, Swansea, 1, 0, H, 0.343096922824, 0.376830673029, 0.280072404147,
16/04/17, Man United, Chelsea, 2, 0, H, 0.331618257261, 0.36846473029, 0.299917012448,
16/04/17, West Brom, Liverpool, 0, 1, A, 0.187892966808, 0.376517034654, 0.435589998538,
17/04/17, Middlesbrough, Arsenal, 1, 2, A, 0.126148409894, 0.341813898704, 0.532037691402,
22/04/17, Bournemouth, Middlesbrough, 4, 0, H, 0.439255056016, 0.370871526262, 0.189873417722,
22/04/17, Hull, Watford, 2, 0, H, 0.442502570128, 0.362755176972, 0.194742252901,
22/04/17, Swansea, Stoke, 2, 0, H, 0.392057989285, 0.368421052632, 0.239520958084,
22/04/17, West Ham, Everton, 0, 0, D, 0.247141041931, 0.385641677255, 0.367217280813,
23/04/17, Burnley, Man United, 0, 2, A, 0.148375543617, 0.337426451778, 0.514198004605,
23/04/17, Liverpool, Crystal Palace, 1, 2, A, 0.537597710008, 0.348343058461, 0.114059231531,
25/04/17, Chelsea, Southampton, 4, 2, H, 0.573570181744, 0.323236471917, 0.103193346339,
26/04/17, Arsenal, Leicester, 1, 0, H, 0.47875, 0.3825, 0.13875,
26/04/17, Crystal Palace, Tottenham, 0, 1, A, 0.150305551944, 0.366922376804, 0.482772071252,
26/04/17, Middlesbrough, Sunderland, 1, 0, H, 0.378361177407, 0.374542561655, 0.247096260939,
27/04/17, Man City, Man United, 0, 0, D, 0.429453262787, 0.376543209877, 0.194003527337,
29/04/17, Crystal Palace, Burnley, 0, 2, A, 0.468302368458, 0.353566869948, 0.178130761594,
29/04/17, Southampton, Hull, 0, 0, D, 0.491128926272, 0.356945722171, 0.151925351557,
29/04/17, Stoke, West Ham, 0, 0, D, 0.392389073109, 0.375019737881, 0.23259118901,
29/04/17, Sunderland, Bournemouth, 0, 1, A, 0.26814646792, 0.395333765392, 0.336519766688,
29/04/17, West Brom, Leicester, 0, 1, A, 0.323795428383, 0.389409636573, 0.286794935044,
30/04/17, Everton, Chelsea, 0, 3, A, 0.219001859888, 0.383911965282, 0.39708617483,
30/04/17, Man United, Swansea, 1, 1, D, 0.594083279236, 0.318927942131, 0.086988778633,
30/04/17, Middlesbrough, Man City, 2, 2, D, 0.07418348925, 0.311258821599, 0.614557689151,
30/04/17, Tottenham, Arsenal, 2, 0, H, 0.408861135891, 0.395331549212, 0.195807314897,
01/05/17, Watford, Liverpool, 0, 1, A, 0.129106280193, 0.36231884058, 0.508574879227,
05/05/17, West Ham, Tottenham, 1, 0, H, 0.092913989836, 0.342314699396, 0.564771310768,
06/05/17, Bournemouth, Stoke, 2, 2, D, 0.3710085362, 0.384128991464, 0.244862472336,
06/05/17, Burnley, West Brom, 2, 2, D, 0.395905511811, 0.36062992126, 0.243464566929,
06/05/17, Hull, Sunderland, 0, 2, A, 0.556504322159, 0.336917562724, 0.106578115117,
06/05/17, Leicester, Watford, 3, 0, H, 0.534222116415, 0.33460302345, 0.131174860136,
06/05/17, Man City, Crystal Palace, 5, 0, H, 0.588856718053, 0.341184756241, 0.0699585257062,
06/05/17, Swansea, Everton, 1, 0, H, 0.295273672243, 0.394347896703, 0.310378431054,
07/05/17, Arsenal, Man United, 2, 0, H, 0.428256395178, 0.373713613643, 0.198029991179,
07/05/17, Liverpool, Southampton, 0, 0, D, 0.51253346313, 0.352153808713, 0.135312728158,
08/05/17, Chelsea, Middlesbrough, 3, 0, H, 0.66393951947, 0.294065865783, 0.0419946147473,
10/05/17, Southampton, Arsenal, 0, 2, A, 0.218134236453, 0.395628078818, 0.386237684729,
12/05/17, Everton, Watford, 1, 0, H, 0.550961228654, 0.339598324562, 0.109440446783,
12/05/17, West Brom, Chelsea, 0, 1, A, 0.0849234076861, 0.318014870555, 0.597061721759,
13/05/17, Bournemouth, Burnley, 2, 1, H, 0.42345568487, 0.375410325276, 0.201133989854,
13/05/17, Man City, Leicester, 2, 1, H, 0.613430127042, 0.323049001815, 0.0635208711434,
13/05/17, Middlesbrough, Southampton, 1, 2, A, 0.213481436397, 0.372489348752, 0.414029214851,
13/05/17, Stoke, Arsenal, 1, 4, A, 0.167775006927, 0.388750346356, 0.443474646717,
13/05/17, Sunderland, Swansea, 0, 2, A, 0.1958443855, 0.382994400236, 0.421161214265,
14/05/17, Crystal Palace, Hull, 4, 0, H, 0.40350607412, 0.377210518222, 0.219283407658,
14/05/17, Tottenham, Man United, 2, 1, H, 0.475742507727, 0.362720064507, 0.161537427765,
14/05/17, West Ham, Liverpool, 0, 4, A, 0.155297532656, 0.36482385539, 0.479878611954,
15/05/17, Chelsea, Watford, 4, 3, H, 0.604151223128, 0.330615270571, 0.065233506301,
16/05/17, Arsenal, Sunderland, 2, 0, H, 0.682755247912, 0.288240162516, 0.0290045895719,
16/05/17, Man City, West Brom, 3, 1, H, 0.688359884142, 0.275570238957, 0.0360698769008,
17/05/17, Southampton, Man United, 0, 0, D, 0.320176875205, 0.377169996725, 0.302653128071,
18/05/17, Leicester, Tottenham, 1, 6, A, 0.189459930314, 0.375725900116, 0.43481416957,
21/05/17, Arsenal, Everton, 3, 1, H, 0.5390625, 0.358229166667, 0.102708333333,
21/05/17, Burnley, West Ham, 1, 2, A, 0.339753965685, 0.388475234704, 0.271770799612,
21/05/17, Chelsea, Sunderland, 5, 1, H, 0.676450034941, 0.28331835879, 0.0402316062693,
21/05/17, Hull, Tottenham, 1, 7, A, 0.124970909937, 0.359436816384, 0.515592273679,
21/05/17, Leicester, Bournemouth, 1, 1, D, 0.41163310962, 0.386278896346, 0.202087994034,
21/05/17, Liverpool, Middlesbrough, 3, 0, H, 0.715771372421, 0.252047166721, 0.0321814608582,
21/05/17, Man United, Crystal Palace, 2, 0, H, 0.33572476765, 0.380727213436, 0.283548018914,
21/05/17, Southampton, Stoke, 0, 1, A, 0.456619087601, 0.370836831794, 0.172544080605,
21/05/17, Swansea, West Brom, 2, 1, H, 0.399845440495, 0.378361669243, 0.221792890263,
21/05/17, Watford, Man City, 0, 5, A, 0.0700941915228, 0.315620094192, 0.614285714286,
