home, away, result, us, B365, BW, IW, LB, PS, WH, VC
Man United, Southampton,D, 29.4173922552, 34.8680096482, 35.0106510633, 33.2627200958, 33.3254279542, 33.7750007382, 34.6681695315, 34.5787260987
Watford, Swansea,A, 29.1184918504, 34.4889703469, 34.6583051571, 32.962227485, 32.9851237717, 33.4132049636, 34.347781182, 34.2187260987
Crystal Palace, Man City,D, 28.8054277413, 34.2493537335, 34.3819893676, 32.716828712, 32.697035129, 33.1158302619, 34.0738085793, 33.9402450861
West Brom, Arsenal,D, 29.2095620537, 34.1560701514, 34.3136966847, 32.598602111, 32.5989959133, 32.9965477507, 33.9986582786, 33.8260898349
Burnley, Liverpool,A, 29.7041828029, 34.711625707, 34.8671317992, 33.1262616855, 33.1317827986, 33.5469995579, 34.5442545374, 34.3857913275
Everton, Man United,A, 30.1098057261, 35.2208849662, 35.3671317992, 33.5707061299, 33.624393636, 34.0520593556, 35.0606864623, 34.8904642247
Stoke, Newcastle,A, 29.7745574648, 35.0876250544, 35.2323003385, 33.4407626271, 33.5209453602, 33.9328540575, 34.9370909567, 34.788014336
Man City, Watford,H, 30.4060685382, 35.7514964729, 35.8753245006, 34.1047732513, 34.2076096175, 34.5646095551, 35.6120465517, 35.4731693116
Southampton, Crystal Palace,A, 30.1888236705, 35.5254469573, 35.645040589, 33.9492176957, 33.9668104587, 34.3457298871, 35.3764444575, 35.2626429958
Swansea, Tottenham,A, 30.6032811356, 36.1902669019, 36.2519770052, 34.5167323728, 34.5867732609, 34.9518253442, 35.9944219856, 35.888354031
West Ham, West Brom,H, 30.5739568098, 36.6263010171, 36.7016135576, 34.9056212617, 35.0454597016, 35.4073808998, 36.4464052841, 36.3452068229
Arsenal, Chelsea,D, 30.4629242057, 37.020945953, 37.0924181553, 35.2871241519, 35.4514921842, 35.7995596707, 36.8257156289, 36.7393509671
Tottenham, West Ham,D, 30.191858027, 36.7890618951, 36.8209895839, 35.1028238106, 35.1421558513, 35.4804107346, 36.5943680292, 36.4283089764
Chelsea, Leicester,D, 29.9921305854, 36.4609779056, 36.5103466881, 34.9071290943, 34.8328195183, 35.171510211, 36.2853792651, 36.1172669857
Crystal Palace, Burnley,H, 29.9234001866, 36.9206306124, 36.9571551988, 35.3372366212, 35.267602127, 35.6303098041, 36.74213032, 36.5708752332
Newcastle, Swansea,D, 30.3577908513, 36.8078257344, 36.8186936603, 35.2740787265, 35.1558999993, 35.5168346268, 36.6190533969, 36.4502722181
Tottenham, Everton,H, 30.9016284432, 37.4488513754, 37.4516050527, 35.8415934036, 35.8034984883, 36.1690499674, 37.2576909701, 37.0909819273
Watford, Southampton,D, 31.3237763365, 37.8301787095, 37.8309153976, 36.2230962938, 36.1827283599, 36.5561467416, 37.6291195415, 37.4708701955
Bournemouth, Arsenal,H, 30.9482895303, 37.5498048777, 37.5387263908, 35.9250193707, 35.9242790557, 36.2856472129, 37.3608268586, 37.2007280154
Liverpool, Man City,H, 31.3944619703, 37.3900674598, 37.38142302, 35.7886557343, 35.7699933415, 36.1317170819, 37.2259953979, 37.0460888401
Man United, Stoke,H, 31.9675555206, 38.0360622918, 37.9645873202, 36.3913954603, 36.4450608482, 36.7748758656, 37.8862066655, 37.6920836721
Arsenal, Crystal Palace,H, 32.4840430737, 38.5643641786, 38.4789906124, 36.9241823456, 36.9722303535, 37.3110429052, 38.4318029243, 38.2264348172
Burnley, Man United,A, 32.9664579638, 39.1430678823, 39.0220148396, 37.4518419201, 37.5244818403, 37.8681059539, 38.9976881304, 38.7864348172
Everton, West Brom,D, 33.5204838582, 39.0574147774, 38.9241887527, 37.3956621448, 37.45706611, 37.8010133021, 38.9003908331, 38.711166
Leicester, Watford,H, 34.0788935853, 39.4874048469, 39.362447862, 37.8272410921, 37.8900558007, 38.240973932, 39.3364431997, 39.1446635369
Man City, Newcastle,H, 34.672013718, 40.1878358814, 39.9934674568, 38.4773366944, 38.6098786135, 38.9062644068, 40.0562660125, 39.8185574719
West Ham, Bournemouth,D, 34.5953210247, 40.1461692147, 39.9617214251, 38.4338584336, 38.5881394831, 38.8800863963, 40.0036344336, 39.7977241385
Southampton, Tottenham,D, 34.5301439486, 40.0015699116, 39.8268293387, 38.3088584336, 38.4561884935, 38.7429336186, 39.8691052856, 39.6442153666
Swansea, Liverpool,H, 34.0454190913, 39.4398901215, 39.3089721959, 37.8549335189, 37.9019027792, 38.1844648194, 39.3241614654, 39.0750664304
Swansea, Arsenal,H, 33.7893775814, 39.0197220543, 38.9034571918, 37.459188838, 37.47554619, 37.7663383914, 38.8954786906, 38.6273052364
West Ham, Crystal Palace,D, 33.6860247636, 39.3853013569, 39.2733993883, 37.8429097683, 37.8469747615, 38.1381189065, 39.2669072621, 39.0001865923
Chelsea, Bournemouth,A, 33.3328143547, 38.8677294719, 38.7399930357, 37.3175825059, 37.3002930967, 37.6059989921, 38.7360160647, 38.444976639
