Season, Home, Away, HG, AG, Result, Before: P[Home], Before: P[Draw], Before: P[Away], Before: Sum, After: P[Home], After: P[Draw], After: P[Away], After: Sum
13-14, Arsenal, Aston Villa, 1, 3, A, 0.560933360505, 0.339820664357, 0.0992459751376, 1.0, 0.392587629916, 0.438847564703, 0.16856480538, 1.0
13-14, Liverpool, Stoke, 1, 0, H, 0.591692789969, 0.312597962382, 0.0957092476489, 1.0, 0.632523510972, 0.312597962382, 0.0548785266458, 1.0
13-14, Norwich, Everton, 2, 2, D, 0.265392781316, 0.381512330557, 0.353094888127, 1.0, 0.265392781316, 0.381512330557, 0.353094888127, 1.0
13-14, Sunderland, Fulham, 0, 1, A, 0.376290322581, 0.371290322581, 0.252419354839, 1.0, 0.301532258065, 0.371290322581, 0.327177419355, 1.0
13-14, Swansea, Man United, 1, 4, A, 0.201563204569, 0.368555538855, 0.429881256576, 1.0, 0.0875394558842, 0.368555538855, 0.543905005261, 1.0
13-14, West Brom, Southampton, 0, 1, A, 0.361304982957, 0.378672293459, 0.260022723584, 1.0, 0.287307255315, 0.378672293459, 0.334020451226, 1.0
13-14, West Ham, Cardiff, 2, 0, H, 0.422708618331, 0.371181030552, 0.206110351117, 1.0, 0.509302325581, 0.371181030552, 0.119516643867, 1.0
13-14, Chelsea, Hull, 2, 0, H, 0.678259830286, 0.271602724991, 0.0501374447233, 1.0, 0.678259830286, 0.271602724991, 0.0501374447233, 1.0
13-14, Crystal Palace, Tottenham, 0, 1, A, 0.175366817156, 0.36032731377, 0.464305869074, 1.0, 0.175366817156, 0.36032731377, 0.464305869074, 1.0
13-14, Man City, Newcastle, 4, 0, H, 0.603226896435, 0.319817536746, 0.0769555668187, 1.0, 0.603226896435, 0.319817536746, 0.0769555668187, 1.0
13-14, Chelsea, Aston Villa, 2, 1, H, 0.598202824134, 0.324261874198, 0.0775353016688, 1.0, 0.638382541721, 0.324261874198, 0.0373555840822, 1.0
13-14, Aston Villa, Liverpool, 0, 1, A, 0.205547976353, 0.380172805821, 0.414279217826, 1.0, 0.146975898136, 0.380172805821, 0.472851296043, 1.0
13-14, Everton, West Brom, 0, 0, D, 0.523116126684, 0.344739716054, 0.132144157262, 1.0, 0.411721878413, 0.410265744449, 0.178012377138, 1.0
13-14, Fulham, Arsenal, 1, 3, A, 0.22999528376, 0.380128910549, 0.389875805691, 1.0, 0.138476654614, 0.380128910549, 0.481394434837, 1.0
13-14, Hull, Norwich, 1, 0, H, 0.344063064543, 0.378551486287, 0.277385449171, 1.0, 0.409656758089, 0.422052882247, 0.168290359665, 1.0
13-14, Newcastle, West Ham, 0, 0, D, 0.374436574372, 0.375080489375, 0.250482936252, 0.999999999999, 0.374436574372, 0.375080489375, 0.250482936252, 0.999999999999
13-14, Southampton, Sunderland, 1, 1, D, 0.479688141157, 0.355765285187, 0.164546573656, 1.0, 0.370168239639, 0.420188756668, 0.209643003693, 1.0
13-14, Stoke, Crystal Palace, 2, 1, H, 0.469898469898, 0.348205348205, 0.181896181896, 0.999999999999, 0.522908622908, 0.348205348205, 0.128886028886, 0.999999999999
13-14, Cardiff, Man City, 3, 2, H, 0.107021276596, 0.331914893617, 0.561063829787, 1.0, 0.196319148936, 0.378680851064, 0.425, 1.0
13-14, Tottenham, Swansea, 1, 0, H, 0.516834389365, 0.34526028078, 0.137905329855, 1.0, 0.565150950429, 0.34526028078, 0.0895887687915, 1.0
13-14, Man United, Chelsea, 0, 0, D, 0.34709803284, 0.385465777922, 0.267436189238, 1.0, 0.34709803284, 0.385465777922, 0.267436189238, 1.0
13-14, Cardiff, Everton, 0, 0, D, 0.259613824436, 0.378062631835, 0.362323543729, 1.0, 0.259613824436, 0.378062631835, 0.362323543729, 1.0
13-14, Crystal Palace, Sunderland, 3, 1, H, 0.333003136866, 0.377414561664, 0.289582301469, 0.999999999999, 0.433052666336, 0.442786032689, 0.124161300974, 0.999999999999
13-14, Man City, Hull, 2, 0, H, 0.663756448778, 0.28964226997, 0.0466012812518, 1.0, 0.663756448778, 0.28964226997, 0.0466012812518, 1.0
13-14, Newcastle, Fulham, 1, 0, H, 0.391654812707, 0.376007586534, 0.232337600759, 1.0, 0.452489331436, 0.419687055477, 0.127823613087, 1.0
13-14, Norwich, Southampton, 1, 0, H, 0.292279715655, 0.380228136882, 0.327492147462, 0.999999999999, 0.36305174409, 0.4236121673, 0.213336088609, 0.999999999999
13-14, West Ham, Stoke, 0, 1, A, 0.425148786815, 0.364108042118, 0.210743171067, 1.0, 0.317047153975, 0.427697237906, 0.255255608119, 1.0
13-14, Arsenal, Tottenham, 1, 0, H, 0.383239171375, 0.389202762084, 0.227558066541, 1.0, 0.444915254238, 0.431958568738, 0.123126177024, 1.0
13-14, Liverpool, Man United, 1, 0, H, 0.316484968616, 0.381731086885, 0.3017839445, 1.0, 0.384836471754, 0.425009910803, 0.190153617444, 1.0
13-14, West Brom, Swansea, 0, 2, A, 0.320249630481, 0.390376088028, 0.289374281491, 1.0, 0.213655772705, 0.390376088028, 0.395968139267, 1.0
13-14, Aston Villa, Newcastle, 1, 2, A, 0.39374205845, 0.369123252859, 0.237134688691, 1.0, 0.317455527319, 0.369123252859, 0.313421219822, 1.0
13-14, Everton, Chelsea, 1, 0, H, 0.248485814472, 0.369461268728, 0.382052916799, 0.999999999999, 0.323637233025, 0.413598979917, 0.262763787057, 0.999999999999
13-14, Fulham, West Brom, 1, 1, D, 0.392433116986, 0.371062213076, 0.236504669938, 1.0, 0.392433116986, 0.371062213076, 0.236504669938, 1.0
13-14, Hull, Cardiff, 1, 1, D, 0.353241197762, 0.368542283646, 0.278216518592, 1.0, 0.353241197762, 0.368542283646, 0.278216518592, 1.0
13-14, Man United, Crystal Palace, 2, 0, H, 0.652132031852, 0.29347546879, 0.0543924993578, 1.0, 0.652132031852, 0.29347546879, 0.0543924993578, 1.0
13-14, Stoke, Man City, 0, 0, D, 0.148655635988, 0.337642192347, 0.513702171665, 1.0, 0.233790072389, 0.384007238883, 0.382202688728, 1.0
13-14, Sunderland, Arsenal, 1, 3, A, 0.154606563859, 0.341373401872, 0.504020034269, 1.0, 0.154606563859, 0.341373401872, 0.504020034269, 1.0
13-14, Tottenham, Norwich, 2, 0, H, 0.570806794055, 0.321762208068, 0.107430997877, 1.0, 0.635185774947, 0.321762208068, 0.0430520169853, 1.0
13-14, Southampton, West Ham, 0, 0, D, 0.450261780105, 0.36198371146, 0.187754508435, 1.0, 0.341799011053, 0.425785340314, 0.232415648633, 1.0
13-14, Swansea, Liverpool, 2, 2, D, 0.240476190476, 0.375714285714, 0.38380952381, 1.0, 0.240476190476, 0.375714285714, 0.38380952381, 1.0
13-14, Chelsea, Fulham, 2, 0, H, 0.62996460873, 0.298859614628, 0.0711757766418, 1.0, 0.62996460873, 0.298859614628, 0.0711757766418, 1.0
13-14, Liverpool, Southampton, 0, 1, A, 0.524874094092, 0.339393194939, 0.135732710969, 1.0, 0.412570937232, 0.405453875445, 0.181975187323, 1.0
13-14, Newcastle, Hull, 2, 3, A, 0.473526900085, 0.34585824082, 0.180614859095, 1.0, 0.362322801024, 0.411272416738, 0.226404782238, 1.0
13-14, Norwich, Aston Villa, 0, 1, A, 0.348965966455, 0.381696792053, 0.269337241492, 1.0, 0.275899690604, 0.381696792053, 0.342403517343, 1.0
13-14, West Brom, Sunderland, 3, 0, H, 0.418331010992, 0.360736956185, 0.220932032822, 0.999999999999, 0.534664808794, 0.360736956185, 0.10459823502, 0.999999999999
13-14, West Ham, Everton, 2, 3, A, 0.274590163934, 0.375245901639, 0.350163934426, 0.999999999999, 0.209606557377, 0.375245901639, 0.415147540983, 0.999999999999
13-14, Arsenal, Stoke, 3, 1, H, 0.600791241145, 0.311436194682, 0.0877725641733, 1.0, 0.600791241145, 0.311436194682, 0.0877725641733, 1.0
13-14, Cardiff, Tottenham, 0, 1, A, 0.19322533137, 0.359793814433, 0.446980854197, 1.0, 0.19322533137, 0.359793814433, 0.446980854197, 1.0
13-14, Crystal Palace, Swansea, 0, 2, A, 0.264276443868, 0.376378974692, 0.359344581441, 1.0, 0.168178131084, 0.376378974692, 0.455442894225, 1.0
13-14, Man City, Man United, 4, 1, H, 0.382985502629, 0.375497849291, 0.24151664808, 1.0, 0.506388402103, 0.46292815039, 0.0306834475065, 1.0
13-14, Aston Villa, Man City, 3, 2, H, 0.127094642436, 0.330422468728, 0.542482888836, 1.0, 0.214385178192, 0.377292895917, 0.408321925891, 1.0
13-14, Fulham, Cardiff, 1, 2, A, 0.408709175739, 0.366718506998, 0.224572317263, 1.0, 0.301051321929, 0.430046656298, 0.268902021773, 1.0
13-14, Hull, West Ham, 1, 0, H, 0.360634297858, 0.369462154651, 0.269903547491, 1.0, 0.424570868072, 0.413599803825, 0.161829328102, 1.0
13-14, Man United, West Brom, 1, 2, A, 0.624107284558, 0.304554832566, 0.0713378828757, 1.0, 0.505881606094, 0.374099349309, 0.120019044596, 1.0
13-14, Southampton, Crystal Palace, 2, 0, H, 0.572703526339, 0.314431867653, 0.112864606008, 1.0, 0.636797997388, 0.314431867653, 0.0487701349589, 1.0
13-14, Swansea, Arsenal, 1, 2, A, 0.260273972603, 0.374375503626, 0.365350523771, 1.0, 0.19680902498, 0.374375503626, 0.428815471394, 1.0
13-14, Tottenham, Chelsea, 1, 1, D, 0.316666666667, 0.374257425743, 0.309075907591, 1.0, 0.316666666667, 0.374257425743, 0.309075907591, 1.0
13-14, Stoke, Norwich, 0, 1, A, 0.438564751998, 0.355344489673, 0.20609075833, 1.0, 0.328973315242, 0.419810040706, 0.251216644053, 1.0
13-14, Sunderland, Liverpool, 1, 3, A, 0.156677740864, 0.343388704319, 0.499933554817, 1.0, 0.156677740864, 0.343388704319, 0.499933554817, 1.0
13-14, Everton, Newcastle, 3, 2, H, 0.51187000127, 0.343531801447, 0.144598197283, 1.0, 0.560683001143, 0.343531801447, 0.09578519741, 1.0
13-14, Cardiff, Newcastle, 1, 2, A, 0.353785900783, 0.378100522193, 0.268113577023, 0.999999999999, 0.280597258485, 0.378100522193, 0.341302219321, 0.999999999999
13-14, Fulham, Stoke, 1, 0, H, 0.366254474455, 0.369834038399, 0.263911487146, 1.0, 0.42962902701, 0.413945655711, 0.156425317279, 1.0
13-14, Hull, Aston Villa, 0, 0, D, 0.351049868766, 0.372375328084, 0.27657480315, 1.0, 0.351049868766, 0.372375328084, 0.27657480315, 1.0
13-14, Liverpool, Crystal Palace, 3, 1, H, 0.660447761194, 0.284933093155, 0.0546191456511, 1.0, 0.660447761194, 0.284933093155, 0.0546191456511, 1.0
13-14, Man City, Everton, 3, 1, H, 0.494535519126, 0.356492323705, 0.148972157169, 1.0, 0.570355191257, 0.356492323705, 0.0731524850379, 1.0
13-14, Sunderland, Man United, 1, 2, A, 0.143274853801, 0.348843122298, 0.5078820239, 0.999999999999, 0.143274853801, 0.348843122298, 0.5078820239, 0.999999999999
13-14, Norwich, Chelsea, 1, 3, A, 0.136570374923, 0.336570374923, 0.526859250154, 1.0, 0.136570374923, 0.336570374923, 0.526859250154, 1.0
13-14, Southampton, Swansea, 2, 0, H, 0.410068578554, 0.367051122195, 0.222880299252, 1.0, 0.498558291771, 0.367051122195, 0.134390586035, 1.0
13-14, Tottenham, West Ham, 0, 3, A, 0.576763914753, 0.31988412994, 0.103351955307, 1.0, 0.345524518933, 0.455907303952, 0.198568177115, 1.0
13-14, West Brom, Arsenal, 1, 1, D, 0.173533961468, 0.372240191253, 0.454225847279, 1.0, 0.256180565321, 0.416183377865, 0.327636056814, 1.0
13-14, Arsenal, Norwich, 4, 1, H, 0.622458703939, 0.306305590851, 0.0712357052097, 1.0, 0.622458703939, 0.306305590851, 0.0712357052097, 1.0
13-14, Chelsea, Cardiff, 4, 1, H, 0.651615144147, 0.288016672456, 0.060368183397, 1.0, 0.651615144147, 0.288016672456, 0.060368183397, 1.0
13-14, Everton, Hull, 2, 1, H, 0.579589689637, 0.313519200421, 0.106891109942, 1.0, 0.621630720673, 0.313519200421, 0.0648500789057, 1.0
13-14, Man United, Southampton, 1, 1, D, 0.536875589067, 0.337064090481, 0.126060320452, 1.0, 0.424176484449, 0.403357681433, 0.172465834118, 1.0
13-14, Newcastle, Liverpool, 2, 2, D, 0.186943186797, 0.380020446911, 0.433036366292, 1.0, 0.268248868117, 0.423419015627, 0.308332116255, 1.0
13-14, Stoke, West Brom, 0, 0, D, 0.37661498708, 0.368378552972, 0.255006459948, 1.0, 0.37661498708, 0.368378552972, 0.255006459948, 1.0
13-14, Swansea, Sunderland, 4, 0, H, 0.52290406223, 0.340412396592, 0.136683541178, 1.0, 0.713742437338, 0.340412396592, -0.05415483393, 1.0
13-14, West Ham, Man City, 1, 3, A, 0.158212560386, 0.34796027912, 0.493827160494, 1.0, 0.158212560386, 0.34796027912, 0.493827160494, 1.0
13-14, Aston Villa, Tottenham, 0, 2, A, 0.213079521032, 0.369818851704, 0.417101627264, 1.0, 0.125644765122, 0.369818851704, 0.504536383174, 1.0
13-14, Crystal Palace, Fulham, 1, 4, A, 0.310162197948, 0.377689506786, 0.312148295266, 1.0, 0.172591857001, 0.377689506786, 0.449718636213, 1.0
13-14, Aston Villa, Everton, 0, 2, A, 0.25185304544, 0.373348372543, 0.374798582017, 1.0, 0.158072832743, 0.373348372543, 0.468578794714, 1.0
13-14, Crystal Palace, Arsenal, 0, 2, A, 0.0898345153664, 0.319621749409, 0.590543735225, 1.0, 0.0898345153664, 0.319621749409, 0.590543735225, 1.0
13-14, Liverpool, West Brom, 4, 1, H, 0.560840024707, 0.338274655137, 0.100885320156, 1.0, 0.648672019766, 0.338274655137, 0.0130533250974, 1.0
13-14, Man United, Stoke, 3, 2, H, 0.612515467562, 0.304755170585, 0.0827293618526, 1.0, 0.612515467562, 0.304755170585, 0.0827293618526, 1.0
13-14, Norwich, Cardiff, 0, 0, D, 0.387781145318, 0.37103206253, 0.241186792152, 1.0, 0.387781145318, 0.37103206253, 0.241186792152, 1.0
13-14, Southampton, Fulham, 2, 0, H, 0.525028227324, 0.334086061975, 0.140885710701, 1.0, 0.596273993225, 0.334086061975, 0.0696399447996, 1.0
13-14, Chelsea, Man City, 2, 1, H, 0.351594439902, 0.379558462796, 0.268847097302, 1.0, 0.416434995912, 0.4229893704, 0.160575633688, 1.0
13-14, Sunderland, Newcastle, 2, 1, H, 0.298315163528, 0.378592666006, 0.323092170466, 1.0, 0.368483647175, 0.422091179386, 0.209425173439, 1.0
13-14, Swansea, West Ham, 0, 0, D, 0.477967502066, 0.35637565409, 0.165656843845, 1.0, 0.368551363261, 0.420738088681, 0.210710548059, 1.0
13-14, Tottenham, Hull, 1, 0, H, 0.578784757981, 0.318743563337, 0.102471678682, 1.0, 0.620906282183, 0.318743563337, 0.0603501544801, 1.0
13-14, Arsenal, Liverpool, 2, 0, H, 0.367996124657, 0.377845955111, 0.254157920233, 1.0, 0.462796705958, 0.443172129824, 0.0940311642182, 1.0
13-14, Fulham, Man United, 1, 3, A, 0.136088834053, 0.343985194324, 0.519925971622, 0.999999999999, 0.136088834053, 0.343985194324, 0.519925971622, 0.999999999999
13-14, Hull, Sunderland, 1, 0, H, 0.401041666667, 0.365845959596, 0.233112373737, 1.0, 0.4609375, 0.365845959596, 0.173216540404, 1.0
13-14, Man City, Norwich, 7, 0, H, 0.666195690569, 0.284940539268, 0.0488637701637, 1.0, 0.666195690569, 0.284940539268, 0.0488637701637, 1.0
13-14, Newcastle, Chelsea, 2, 0, H, 0.145266385588, 0.349686980963, 0.505046633448, 0.999999999999, 0.27347642775, 0.417969847962, 0.308553724287, 0.999999999999
13-14, Stoke, Southampton, 1, 1, D, 0.271982970362, 0.368102177829, 0.359914851809, 1.0, 0.271982970362, 0.368102177829, 0.359914851809, 1.0
13-14, West Brom, Crystal Palace, 2, 0, H, 0.534640365648, 0.334856867934, 0.130502766418, 1.0, 0.604444310801, 0.334856867934, 0.0606988212652, 1.0
13-14, West Ham, Aston Villa, 0, 0, D, 0.378516624041, 0.378037084399, 0.24344629156, 1.0, 0.378516624041, 0.378037084399, 0.24344629156, 1.0
13-14, Cardiff, Swansea, 1, 0, H, 0.260467380721, 0.374716001298, 0.364816617981, 1.0, 0.334420642649, 0.418485881207, 0.247093476144, 1.0
13-14, Everton, Tottenham, 0, 0, D, 0.334487306297, 0.379657105176, 0.285855588526, 0.999999999999, 0.334487306297, 0.379657105176, 0.285855588526, 0.999999999999
13-14, Aston Villa, Cardiff, 2, 0, H, 0.425011466137, 0.363552973551, 0.211435560312, 1.0, 0.511259746216, 0.363552973551, 0.125187280233, 1.0
13-14, Chelsea, West Brom, 2, 2, D, 0.614221861032, 0.31247460382, 0.0733035351483, 1.0, 0.497342543681, 0.381227143438, 0.121430312881, 1.0
13-14, Crystal Palace, Everton, 0, 0, D, 0.136307767945, 0.334931170108, 0.528761061947, 1.0, 0.22267699115, 0.3814859882, 0.395837020649, 1.0
13-14, Liverpool, Fulham, 4, 0, H, 0.648695153427, 0.288571838256, 0.0627330083166, 1.0, 0.648695153427, 0.288571838256, 0.0627330083166, 1.0
13-14, Norwich, West Ham, 3, 1, H, 0.336138613861, 0.374752475248, 0.289108910891, 1.0, 0.435717821782, 0.440403465347, 0.123878712871, 1.0
13-14, Southampton, Hull, 4, 1, H, 0.558216350124, 0.312728559632, 0.129055090244, 1.0, 0.646573080099, 0.312728559632, 0.0406983602688, 1.0
13-14, Man United, Arsenal, 1, 0, H, 0.369196285623, 0.384566122318, 0.246237592059, 1.0, 0.432276657061, 0.427646493756, 0.140076849184, 1.0
13-14, Sunderland, Man City, 1, 0, H, 0.0980096501809, 0.333835946924, 0.568154402895, 1.0, 0.188208685163, 0.380467430639, 0.431323884198, 1.0
13-14, Swansea, Stoke, 3, 3, D, 0.446284691137, 0.353625783348, 0.200089525515, 1.0, 0.336401074306, 0.418263205013, 0.245335720681, 1.0
13-14, Tottenham, Newcastle, 0, 1, A, 0.530482041588, 0.342982041588, 0.126535916824, 1.0, 0.418788988658, 0.408683837429, 0.172527173913, 1.0
13-14, Arsenal, Southampton, 2, 0, H, 0.511668757842, 0.347678795483, 0.140652446675, 1.0, 0.584918444166, 0.347678795483, 0.0674027603513, 1.0
13-14, Everton, Liverpool, 3, 3, D, 0.289035449299, 0.376751854905, 0.334212695796, 1.0, 0.289035449299, 0.376751854905, 0.334212695796, 1.0
13-14, Fulham, Swansea, 1, 2, A, 0.268520032706, 0.371545380213, 0.359934587081, 1.0, 0.204513491414, 0.371545380213, 0.423941128373, 1.0
13-14, Hull, Crystal Palace, 0, 1, A, 0.476544622426, 0.340245995423, 0.183209382151, 1.0, 0.364386441648, 0.406221395881, 0.229392162471, 1.0
13-14, Newcastle, Norwich, 2, 1, H, 0.466048080978, 0.359763812737, 0.174188106284, 0.999999999999, 0.51944327288, 0.359763812737, 0.120792914382, 0.999999999999
13-14, Stoke, Sunderland, 2, 0, H, 0.420355361596, 0.352400249377, 0.227244389027, 1.0, 0.507302057357, 0.352400249377, 0.140297693266, 1.0
13-14, West Ham, Chelsea, 0, 3, A, 0.144076433121, 0.345095541401, 0.510828025478, 1.0, 0.144076433121, 0.345095541401, 0.510828025478, 1.0
13-14, Cardiff, Man United, 2, 2, D, 0.143872113677, 0.345216950013, 0.510910936311, 1.0, 0.229484902309, 0.391051763512, 0.37946333418, 1.0
13-14, Man City, Tottenham, 6, 0, H, 0.495154652861, 0.34952874021, 0.15531660693, 1.0, 0.697092791717, 0.34952874021, -0.0466215319256, 1.0
13-14, West Brom, Aston Villa, 2, 2, D, 0.40081799591, 0.368884694038, 0.230297310052, 1.0, 0.293528393896, 0.431996224634, 0.274475381469, 1.0
13-14, Aston Villa, Sunderland, 0, 0, D, 0.424992361748, 0.364955698136, 0.210051940116, 1.0, 0.317034830431, 0.428460128322, 0.254505041246, 1.0
13-14, Cardiff, Arsenal, 0, 3, A, 0.142947581666, 0.344644213725, 0.512408204609, 1.0, 0.142947581666, 0.344644213725, 0.512408204609, 1.0
13-14, Everton, Stoke, 4, 0, H, 0.529646735738, 0.329671701411, 0.140681562851, 1.0, 0.717788041443, 0.329671701411, -0.0474597428538, 1.0
13-14, Newcastle, West Brom, 2, 1, H, 0.412138101873, 0.369252206224, 0.218609691903, 1.0, 0.470924291686, 0.369252206224, 0.15982350209, 1.0
13-14, Norwich, Crystal Palace, 1, 0, H, 0.440358744395, 0.359043348281, 0.200597907324, 1.0, 0.496322869956, 0.359043348281, 0.144633781764, 1.0
13-14, West Ham, Fulham, 3, 0, H, 0.449815225425, 0.353288987435, 0.19689578714, 1.0, 0.55985218034, 0.353288987435, 0.086858832225, 1.0
13-14, Chelsea, Southampton, 3, 1, H, 0.541136655386, 0.334344731007, 0.124518613607, 1.0, 0.609966157078, 0.334344731007, 0.0556891119149, 1.0
13-14, Hull, Liverpool, 3, 1, H, 0.140102666834, 0.33779892325, 0.522098409916, 1.0, 0.269087266809, 0.407330036309, 0.323582696882, 1.0
13-14, Man City, Swansea, 3, 0, H, 0.631554270532, 0.298429319372, 0.0700164100961, 1.0, 0.631554270532, 0.298429319372, 0.0700164100961, 1.0
13-14, Tottenham, Man United, 2, 2, D, 0.303973509934, 0.383112582781, 0.312913907285, 1.0, 0.303973509934, 0.383112582781, 0.312913907285, 1.0
13-14, Crystal Palace, West Ham, 1, 0, H, 0.283242708848, 0.371230845279, 0.345526445872, 0.999999999999, 0.354918437963, 0.415244686109, 0.229836875926, 0.999999999999
13-14, Arsenal, Hull, 2, 0, H, 0.649766340183, 0.296395877345, 0.0538377824723, 1.0, 0.649766340183, 0.296395877345, 0.0538377824723, 1.0
13-14, Fulham, Tottenham, 1, 2, A, 0.156004787871, 0.346322649288, 0.497672562841, 1.0, 0.156004787871, 0.346322649288, 0.497672562841, 1.0
13-14, Liverpool, Norwich, 5, 1, H, 0.618223760092, 0.313802383699, 0.0679738562092, 1.0, 0.618223760092, 0.313802383699, 0.0679738562092, 1.0
13-14, Man United, Everton, 0, 1, A, 0.486147127064, 0.350620990856, 0.16323188208, 1.0, 0.37575269551, 0.41555889177, 0.20868841272, 1.0
13-14, Southampton, Aston Villa, 2, 3, A, 0.502570185844, 0.344141294319, 0.153288519837, 1.0, 0.391074205878, 0.409727164887, 0.199198629235, 1.0
13-14, Stoke, Cardiff, 0, 0, D, 0.414911870223, 0.359382311652, 0.225705818125, 1.0, 0.306006863204, 0.423444080487, 0.270549056309, 1.0
13-14, Sunderland, Chelsea, 3, 4, A, 0.128094725511, 0.34134672886, 0.530558545629, 1.0, 0.128094725511, 0.34134672886, 0.530558545629, 1.0
13-14, Swansea, Newcastle, 3, 0, H, 0.380959949142, 0.380642085188, 0.238397965671, 1.0, 0.504767959314, 0.467352193262, 0.0278798474257, 1.0
13-14, West Brom, Man City, 2, 3, A, 0.144335164133, 0.351258142802, 0.504406693064, 0.999999999999, 0.144335164133, 0.351258142802, 0.504406693064, 0.999999999999
13-14, Crystal Palace, Cardiff, 2, 0, H, 0.318377483444, 0.373178807947, 0.308443708609, 1.0, 0.420620860927, 0.438995033113, 0.14038410596, 1.0
13-14, Liverpool, West Ham, 4, 1, H, 0.616705448126, 0.311161036669, 0.072133515205, 1.0, 0.616705448126, 0.311161036669, 0.072133515205, 1.0
13-14, Man United, Newcastle, 0, 1, A, 0.532640774407, 0.341518120647, 0.125841104946, 1.0, 0.420698854917, 0.407366308582, 0.171934836501, 1.0
13-14, Southampton, Man City, 1, 1, D, 0.16851134477, 0.352656336469, 0.47883231876, 0.999999999999, 0.251660210293, 0.397970392916, 0.35036939679, 0.999999999999
13-14, Stoke, Chelsea, 3, 2, H, 0.138764324863, 0.338191330344, 0.523044344793, 1.0, 0.224887892377, 0.38451793722, 0.390594170403, 1.0
13-14, Sunderland, Tottenham, 1, 2, A, 0.191414289915, 0.361658335784, 0.446927374302, 1.0, 0.191414289915, 0.361658335784, 0.446927374302, 1.0
13-14, West Brom, Norwich, 0, 2, A, 0.465696762231, 0.354015119099, 0.180288118671, 1.0, 0.300970617601, 0.450912851234, 0.248116531166, 1.0
13-14, Arsenal, Everton, 1, 1, D, 0.487978509066, 0.354331766286, 0.157689724647, 0.999999999999, 0.378214909335, 0.418898589657, 0.202886501007, 0.999999999999
13-14, Fulham, Aston Villa, 2, 0, H, 0.310122394972, 0.376116440622, 0.313761164406, 1.0, 0.413604035726, 0.441624214357, 0.144771749917, 1.0
13-14, Swansea, Hull, 1, 1, D, 0.485212824765, 0.346047540077, 0.168739635158, 1.0, 0.374040906578, 0.411442786069, 0.214516307353, 1.0
13-14, Cardiff, West Brom, 1, 0, H, 0.326729403995, 0.378405151065, 0.29486544494, 1.0, 0.394056463596, 0.42191679049, 0.184026745914, 1.0
13-14, Chelsea, Crystal Palace, 2, 1, H, 0.676432328488, 0.276850856852, 0.0467168146598, 1.0, 0.676432328488, 0.276850856852, 0.0467168146598, 1.0
13-14, Everton, Fulham, 4, 1, H, 0.610225140713, 0.299155722326, 0.0906191369606, 1.0, 0.610225140713, 0.299155722326, 0.0906191369606, 1.0
13-14, Hull, Stoke, 0, 0, D, 0.383298336295, 0.361977063479, 0.254724600226, 1.0, 0.383298336295, 0.361977063479, 0.254724600226, 1.0
13-14, Man City, Arsenal, 6, 3, H, 0.45134784489, 0.365720051896, 0.182932103215, 1.0, 0.561078275912, 0.365720051896, 0.073201672193, 1.0
13-14, Newcastle, Southampton, 1, 1, D, 0.352306182532, 0.37634936212, 0.271344455348, 1.0, 0.352306182532, 0.37634936212, 0.271344455348, 1.0
13-14, West Ham, Sunderland, 0, 0, D, 0.430303030303, 0.361363636364, 0.208333333333, 1.0, 0.321734848485, 0.425227272728, 0.253037878788, 1.0
13-14, Aston Villa, Man United, 0, 3, A, 0.167927382753, 0.348232705268, 0.483839911979, 1.0, 0.167927382753, 0.348232705268, 0.483839911979, 1.0
13-14, Norwich, Swansea, 1, 1, D, 0.30380794702, 0.375, 0.32119205298, 1.0, 0.30380794702, 0.375, 0.32119205298, 1.0
13-14, Tottenham, Liverpool, 0, 5, A, 0.331631812943, 0.383665404248, 0.284702782809, 1.0, 0.0455129260666, 0.383665404248, 0.570821669685, 1.0
13-14, Crystal Palace, Newcastle, 0, 3, A, 0.272370358253, 0.375429412727, 0.35220022902, 1.0, 0.142810404057, 0.375429412727, 0.481760183216, 1.0
13-14, Fulham, Man City, 2, 4, A, 0.0950177235132, 0.340488381252, 0.564493895234, 0.999999999999, 0.0950177235132, 0.340488381252, 0.564493895234, 0.999999999999
13-14, Liverpool, Cardiff, 3, 1, H, 0.648798402165, 0.296694800593, 0.0545067972424, 1.0, 0.648798402165, 0.296694800593, 0.0545067972424, 1.0
13-14, Man United, West Ham, 3, 1, H, 0.596168017686, 0.316875460575, 0.0869565217391, 1.0, 0.656742815033, 0.316875460575, 0.026381724392, 1.0
13-14, Stoke, Aston Villa, 2, 1, H, 0.381438289602, 0.360868156787, 0.257693553612, 1.0, 0.443294460642, 0.405607385812, 0.151098153547, 1.0
13-14, Sunderland, Norwich, 0, 0, D, 0.405502579334, 0.368453962795, 0.226043457871, 1.0, 0.298139753009, 0.431608566516, 0.270251680475, 1.0
13-14, West Brom, Hull, 1, 1, D, 0.446119402985, 0.353134328358, 0.200746268657, 1.0, 0.336152238806, 0.417820895522, 0.246026865672, 1.0
13-14, Southampton, Tottenham, 2, 3, A, 0.32732385048, 0.374131657294, 0.298544492226, 1.0, 0.257178299703, 0.374131657294, 0.368690043003, 1.0
13-14, Swansea, Everton, 1, 2, A, 0.272667650434, 0.380882111822, 0.346450237744, 1.0, 0.207312674208, 0.380882111822, 0.41180521397, 1.0
13-14, Arsenal, Chelsea, 0, 0, D, 0.351651946353, 0.377003598299, 0.271344455348, 1.0, 0.351651946353, 0.377003598299, 0.271344455348, 1.0
